full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Craig Gardner,33,533260800,Premier League,2007/2008,Midfielder,Aston Villa,1330,796,534,England,23,9,6,3,2,1,0,0,0,0,0,5,2,3,18,14,4,4,0,0.2,0,0.2,0.23,0.17,443,1.22,74,58,333,0,0.27,91,332,-1,8
Craig Gordon,37,410140800,Premier League,2007/2008,Goalkeeper,Sunderland,3060,1440,1620,Scotland,34,16,18,0,0,0,0,0,0,0,0,6,4,2,52,19,33,1,0,0,0,0,0,0,0,1.53,59,90,3060,0,0.03,312,2,136,23
Cristiano Ronaldo,35,476409600,Premier League,2007/2008,Forward,Manchester United,2746,1486,1260,Portugal,34,17,14,31,21,10,0,0,0,4,1,19,11,8,16,7,9,6,1,1.02,0,1.02,1.27,0.71,89,0.52,172,81,392,0,0.23,1,23,-1,1
Curtis Davies,35,479692800,Premier League,2007/2008,Defender,Aston Villa,812,362,450,England,12,4,5,1,0,1,0,0,0,0,0,2,1,1,11,3,8,1,0,0.11,0,0.11,0,0.2,812,1.22,74,68,812,0,0.11,144,202,85,13
Damien Duff,41,289180800,Premier League,2007/2008,Midfielder,Newcastle United,1045,460,585,Republic of Ireland,15,5,7,0,0,0,0,0,0,0,0,3,3,0,26,6,20,3,0,0,0,0,0,0,0,2.24,40,70,348,0,0.26,297,117,-1,14
Damien Johnson,41,280195200,Premier League,2007/2008,Midfielder,Birmingham City,1416,839,577,Northern Ireland,17,10,7,0,0,0,0,0,0,0,0,1,1,0,21,9,12,6,1,0,0,0,0,0,0,1.33,67,83,202,0,0.44,298,118,-1,12
Damien Plessis,32,573523200,Premier League,2007/2008,Midfielder,Liverpool,180,0,180,France,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,-1,-1,-1,18
Dan Gosling,30,633830400,Premier League,2007/2008,Midfielder,Everton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Daniel Braaten,38,391132800,Premier League,2007/2008,Forward,Bolton Wanderers,144,15,129,Norway,6,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0.63,0,0.63,6,0,144,1.25,72,24,0,0,0,-1,-1,-1,11
Daniël de Ridder,36,447379200,Premier League,2007/2008,Forward,Birmingham City,578,287,291,Netherlands,10,3,3,0,0,0,0,0,0,0,0,0,0,0,10,6,4,1,0,0,0,0,0,0,0,1.56,58,58,578,0,0.16,376,89,-1,22
Daniel Munthe Agger,35,471657600,Premier League,2007/2008,Defender,Liverpool,435,180,255,Denmark,5,2,2,0,0,0,0,0,0,0,0,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0.41,218,87,0,0,0,414,375,5,22
Daniel Sturridge,31,620611200,Premier League,2007/2008,Forward,Manchester City,152,55,97,England,3,1,1,1,0,1,0,0,0,0,0,0,0,0,4,2,2,0,0,0.59,0,0.59,0,0.93,152,2.37,38,51,0,0,0,-1,-1,-1,14
Danny Collins,40,334368000,Premier League,2007/2008,Defender,Sunderland,3041,1523,1518,Wales,36,16,16,1,0,1,0,0,0,0,0,6,5,1,50,19,31,6,0,0.03,0,0.03,0,0.06,3041,1.48,61,84,507,0,0.18,249,285,130,9
Danny Gabbidon,41,302918400,Premier League,2007/2008,Defender,West Ham United,766,312,454,Wales,10,3,5,0,0,0,0,0,0,0,0,4,0,4,4,2,2,1,0,0,0,0,0,0,0,0.47,192,77,766,0,0.12,357,307,6,28
Danny Guthrie,33,545702400,Premier League,2007/2008,Midfielder,Bolton Wanderers,1894,1047,847,England,25,12,9,0,0,0,0,0,0,0,0,10,7,3,20,6,14,4,0,0,0,0,0,0,0,0.95,95,76,474,0,0.19,279,132,-1,12
Danny Higginbotham,41,283737600,Premier League,2007/2008,Defender,Sunderland,1890,810,1080,Gibraltar,21,9,12,3,3,0,0,0,0,0,0,2,1,1,37,13,24,1,0,0.14,0,0.14,0.33,0,630,1.76,51,90,1890,0,0.05,122,189,160,3
Danny Mills,43,232761600,Premier League,2007/2008,Defender,Derby County,122,90,32,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.74,122,61,0,0,0,-1,-1,-1,18
Danny Murphy,43,227491200,Premier League,2007/2008,Midfielder,Fulham,2476,1253,1223,England,33,14,14,5,3,2,0,0,0,2,1,7,3,4,37,18,19,4,0,0.18,0,0.18,0.22,0.15,495,1.34,67,75,619,0,0.15,97,210,-1,3
Danny Rose,30,646876800,Premier League,2007/2008,Defender,Tottenham Hotspur,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Danny Simpson,33,536716800,Premier League,2007/2008,Defender,Manchester United,129,129,0,England,3,1,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0.7,129,43,0,0,0,-1,-1,-1,14
Darius Vassell,40,329702400,Premier League,2007/2008,Forward,Manchester City,1780,835,945,England,27,9,12,6,4,2,0,0,0,0,0,7,4,3,24,11,13,2,0,0.3,0,0.3,0.43,0.19,297,1.21,74,66,890,0,0.1,53,205,-1,3
Darren Bent,36,444873600,Premier League,2007/2008,Forward,Tottenham Hotspur,1141,558,583,England,27,5,6,6,5,1,0,0,0,0,0,7,4,3,19,10,9,0,0,0.47,0,0.47,0.81,0.15,190,1.5,60,42,0,0,0,24,296,-1,3
Darren Fletcher,36,444441600,Premier League,2007/2008,Midfielder,Manchester United,643,240,403,Scotland,16,1,4,0,0,0,0,0,0,0,0,8,5,3,6,1,5,1,0,0,0,0,0,0,0,0.84,107,40,643,0,0.14,381,20,-1,22
Darren Moore,46,135820800,Premier League,2007/2008,Defender,Derby County,2468,1131,1337,England,31,14,15,0,0,0,0,0,0,0,0,2,1,1,57,29,28,5,0,0,0,0,0,0,0,2.08,43,80,494,0,0.18,325,393,171,33
Darren Ward,46,137462400,Premier League,2007/2008,Goalkeeper,Sunderland,270,180,90,Wales,3,2,1,0,0,0,0,0,0,0,0,1,1,0,3,1,2,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,27
Darron Gibson,32,562118400,Premier League,2007/2008,Midfielder,Manchester United,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Daryl Murphy,37,416534400,Premier League,2007/2008,Forward,Sunderland,1816,837,979,Republic of Ireland,28,9,11,3,3,0,0,0,0,0,0,6,4,2,20,5,15,2,0,0.15,0,0.15,0.32,0,605,0.99,91,65,908,0,0.1,114,287,-1,4
Dave Kitson,40,317260800,Premier League,2007/2008,Forward,Reading,2555,1303,1252,England,34,14,14,10,4,6,0,0,0,0,0,7,3,4,48,17,31,3,1,0.35,0,0.35,0.28,0.43,256,1.69,53,75,639,0,0.14,47,5,-1,1
David Bentley,36,462412800,Premier League,2007/2008,Midfielder,Blackburn Rovers,3321,1611,1710,England,37,18,19,6,4,2,0,0,0,0,0,8,4,4,39,15,24,8,0,0.16,0,0.16,0.22,0.11,554,1.06,85,90,415,0,0.22,109,243,-1,3
David Connolly,43,234403200,Premier League,2007/2008,Forward,Sunderland,95,37,58,Republic of Ireland,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1.89,48,32,0,0,0,-1,-1,-1,31
David Cotterill,32,565574400,Premier League,2007/2008,Midfielder,Wigan Athletic,99,60,39,Wales,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,3.64,25,50,0,0,0,-1,-1,-1,20
David Dunn,40,315100800,Premier League,2007/2008,Midfielder,Blackburn Rovers,1963,1017,946,England,31,14,11,1,1,0,0,0,0,0,0,7,4,3,24,12,12,8,1,0.05,0,0.05,0.09,0,1963,1.1,82,63,245,0,0.37,212,257,-1,11
David Edgar,33,548380800,Premier League,2007/2008,Defender,Newcastle United,182,92,90,Canada,4,1,1,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0.99,91,46,0,0,0,-1,-1,-1,19
David Healy,41,302659200,Premier League,2007/2008,Forward,Fulham,1362,623,739,Northern Ireland,30,6,9,4,3,1,0,0,0,0,0,4,2,2,22,13,9,3,0,0.26,0,0.26,0.43,0.12,341,1.45,62,45,454,0,0.2,67,69,-1,6
David James,50,18316800,Premier League,2007/2008,Goalkeeper,Portsmouth,3150,1530,1620,England,35,17,18,0,0,0,0,0,0,0,0,16,9,7,35,11,24,2,0,0,0,0,0,0,0,1,90,90,1575,0,0.06,330,382,58,14
David Jones,35,468374400,Premier League,2007/2008,Midfielder,Derby County,867,562,305,England,14,7,4,1,0,1,0,0,0,0,0,1,1,0,20,13,7,4,0,0.1,0,0.1,0,0.3,867,2.08,43,62,217,0,0.42,159,383,-1,7
David Martin,34,506736000,Premier League,2007/2008,Goalkeeper,Liverpool,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
David Murphy,36,446947200,Premier League,2007/2008,Defender,Birmingham City,1260,720,540,England,14,8,6,1,1,0,0,0,0,0,0,0,0,0,24,9,15,2,0,0.07,0,0.07,0.13,0,1260,1.71,53,90,630,0,0.14,190,145,157,10
David Nugent,35,483840000,Premier League,2007/2008,Forward,Portsmouth,593,301,292,England,14,2,3,0,0,0,0,0,0,0,0,3,2,1,6,3,3,0,0,0,0,0,0,0,0,0.91,99,42,0,0,0,334,427,-1,13
David Rozehnal,40,331603200,Premier League,2007/2008,Defender,Newcastle United,1489,774,715,Czech Republic,21,8,8,0,0,0,0,0,0,0,0,4,3,1,23,9,14,0,0,0,0,0,0,0,0,1.39,65,71,0,0,0,372,406,117,25
David Wheater,33,540259200,Premier League,2007/2008,Defender,Middlesbrough,3016,1530,1486,England,34,17,17,3,2,1,0,0,0,0,0,7,5,2,41,16,25,8,0,0.09,0,0.09,0.12,0.06,1005,1.22,74,89,377,0,0.24,172,233,86,5
Dean Ashton,36,438480000,Premier League,2007/2008,Forward,West Ham United,1982,1049,933,England,31,10,10,10,5,5,0,0,0,0,0,5,2,3,30,14,16,0,0,0.45,0,0.45,0.43,0.48,198,1.36,66,64,0,0,0,32,308,-1,1
Dean Leacock,36,455673600,Premier League,2007/2008,Defender,Derby County,1999,896,1103,England,26,10,12,0,0,0,0,0,0,0,0,2,1,1,44,16,28,3,0,0,0,0,0,0,0,1.98,45,77,666,0,0.14,391,41,169,23
Dean Whitehead,38,380419200,Premier League,2007/2008,Midfielder,Sunderland,2398,1260,1138,England,27,14,13,1,1,0,0,0,0,0,1,7,5,2,36,14,22,8,0,0.04,0,0.04,0.07,0,2398,1.35,67,89,300,0,0.3,224,290,-1,13
Dejan Stefanovic,45,152150400,Premier League,2007/2008,Defender,Fulham,1170,630,540,Serbia,13,7,6,0,0,0,0,0,0,0,0,1,1,0,22,11,11,4,0,0,0,0,0,0,0,1.69,53,90,293,0,0.31,295,172,155,16
Denílson Pereira Neves,32,571968000,Premier League,2007/2008,Midfielder,Arsenal,540,326,214,Brazil,13,2,2,0,0,0,0,0,0,0,0,6,5,1,3,0,3,0,0,0,0,0,0,0,0,0.5,180,42,0,0,0,261,30,-1,21
Denny Landzaat,44,200188800,Premier League,2007/2008,Midfielder,Wigan Athletic,1584,754,830,Netherlands,19,9,10,3,2,1,0,0,0,0,0,4,3,1,30,12,18,2,0,0.17,0,0.17,0.24,0.11,528,1.7,53,83,792,0,0.11,100,324,-1,6
Dickson Paul Etuhu,38,392342400,Premier League,2007/2008,Midfielder,Sunderland,1509,747,762,Nigeria,20,9,9,1,1,0,0,0,0,0,0,2,2,0,28,10,18,4,0,0.06,0,0.06,0.12,0,1509,1.67,54,75,377,0,0.24,202,291,-1,14
Didier Yves Drogba Tébily,42,258422400,Premier League,2007/2008,Forward,Chelsea,1529,833,696,Côte d'Ivoire,19,9,8,8,5,3,0,0,0,0,0,9,5,4,11,3,8,7,1,0.47,0,0.47,0.54,0.39,191,0.65,139,80,218,0,0.41,21,106,-1,3
Dietmar Hamann,47,115257600,Premier League,2007/2008,Midfielder,Manchester City,2210,1111,1099,Germany,29,13,13,1,1,0,0,0,0,0,0,9,6,3,28,10,18,8,0,0.04,0,0.04,0.08,0,2210,1.14,79,76,276,0,0.33,225,300,-1,11
Dimitar Ivanov Berbatov,39,349660800,Premier League,2007/2008,Forward,Tottenham Hotspur,2992,1575,1417,Bulgaria,36,18,15,15,9,6,0,0,0,1,0,7,4,3,51,30,21,3,0,0.45,0,0.45,0.51,0.38,199,1.53,59,83,997,0,0.09,31,274,-1,1
Diomansy Kamara,39,342489600,Premier League,2007/2008,Forward,Fulham,1613,896,717,Senegal,28,9,8,5,2,3,0,0,0,0,0,4,2,2,30,16,14,6,0,0.28,0,0.28,0.2,0.38,323,1.67,54,58,269,0,0.33,61,56,-1,4
Dirk Kuijt,40,333072000,Premier League,2007/2008,Forward,Liverpool,2166,1170,996,Netherlands,32,13,11,3,0,3,0,0,0,2,0,15,8,7,14,8,6,2,0,0.12,0,0.12,0,0.27,722,0.58,155,68,1083,0,0.08,136,370,-1,7
Djimi Traoré,40,320716800,Premier League,2007/2008,Defender,Portsmouth,134,134,0,Mali,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.67,134,45,0,0,0,-1,-1,-1,20
Dong-Gook Lee,41,294192000,Premier League,2007/2008,Forward,Middlesbrough,552,218,334,South Korea,14,2,3,0,0,0,0,0,0,0,0,3,2,1,5,1,4,2,0,0,0,0,0,0,0,0.82,110,39,276,0,0.33,368,226,-1,24
Dwight Yorke,48,57974400,Premier League,2007/2008,Forward,Sunderland,1256,654,602,Trinidad and Tobago,20,9,8,1,0,1,0,0,0,0,0,4,3,1,21,9,12,6,1,0.07,0,0.07,0,0.15,1256,1.5,60,63,209,0,0.43,194,289,-1,12
Eddie Johnson,36,449539200,Premier League,2007/2008,Forward,Fulham,384,194,190,USA,6,2,2,0,0,0,0,0,0,0,0,1,1,0,7,4,3,0,0,0,0,0,0,0,0,1.64,55,64,0,0,0,260,139,-1,31
Eddie Lewis,46,137980800,Premier League,2007/2008,Midfielder,Derby County,1911,1080,831,USA,24,13,9,0,0,0,0,0,0,0,0,3,2,1,45,27,18,3,0,0,0,0,0,0,0,2.12,42,80,637,0,0.14,253,180,-1,26
Eduardo Alves da Silva,37,414979200,Premier League,2007/2008,Forward,Arsenal,968,524,444,Croatia,17,6,7,4,1,3,0,0,0,0,0,8,7,1,6,2,4,3,0,0.37,0,0.37,0.17,0.61,242,0.56,161,57,323,0,0.28,41,31,-1,6
Edwin van der Sar,49,26006400,Premier League,2007/2008,Goalkeeper,Manchester United,2566,1260,1306,Netherlands,29,14,15,0,0,0,0,0,0,0,0,15,9,6,17,6,11,2,0,0,0,0,0,0,0,0.6,151,88,1283,0,0.07,378,86,15,17
El-Hadji Ousseynou Diouf,39,348364800,Premier League,2007/2008,Forward,Bolton Wanderers,2644,1304,1340,Senegal,34,15,15,4,2,2,0,0,0,0,0,9,7,2,42,11,31,11,0,0.14,0,0.14,0.14,0.13,661,1.43,63,78,240,0,0.37,121,412,-1,3
Elano Ralph Blumer,39,361324800,Premier League,2007/2008,Midfielder,Manchester City,2456,1311,1145,Brazil,34,16,13,8,4,4,0,0,0,2,0,11,7,4,32,13,19,3,0,0.29,0,0.29,0.27,0.31,307,1.17,77,72,819,0,0.11,60,244,-1,2
Elliot Junior Omozusi,31,598147200,Premier League,2007/2008,Defender,Fulham,690,330,360,England,8,4,4,0,0,0,0,0,0,0,0,0,0,0,10,3,7,3,1,0,0,0,0,0,0,1.3,69,86,230,0,0.39,426,64,104,26
Emanuel Alejandro Villa,38,383356800,Premier League,2007/2008,Forward,Derby County,923,598,325,Argentina,16,7,2,3,2,1,0,0,0,0,0,1,1,0,26,17,9,3,0,0.29,0,0.29,0.3,0.28,308,2.54,36,58,308,0,0.29,55,122,-1,2
Emanuel Pogatetz,37,411523200,Premier League,2007/2008,Defender,Middlesbrough,2130,990,1140,Austria,24,11,12,0,0,0,0,0,0,0,0,6,3,3,24,10,14,3,0,0,0,0,0,0,0,1.01,89,89,710,0,0.13,305,121,60,17
Emerse Faé,36,443750400,Premier League,2007/2008,Midfielder,Reading,310,92,218,Côte d'Ivoire,8,1,2,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,0,0,0,0,0,0,0,2.61,34,39,0,0,0,373,40,-1,18
Emile Heskey,42,253324800,Premier League,2007/2008,Forward,Wigan Athletic,2088,941,1147,England,28,14,13,4,3,1,0,0,0,0,0,11,8,3,23,6,17,5,0,0.17,0,0.17,0.29,0.08,522,0.99,91,75,418,0,0.22,101,401,-1,3
Emile Mpenza Lokonda,42,268358400,Premier League,2007/2008,Forward,Manchester City,743,511,232,Belgium,15,6,2,2,1,1,0,0,0,0,0,5,5,0,6,3,3,1,0,0.24,0,0.24,0.18,0.39,372,0.73,124,50,743,0,0.12,77,27,-1,10
Emiliano Adrián Insúa Zapata,31,600134400,Premier League,2007/2008,Defender,Liverpool,205,90,115,Argentina,3,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,68,205,0,0.44,-1,-1,-1,25
Emmanuel Adebayor,36,446601600,Premier League,2007/2008,Forward,Arsenal,2930,1510,1420,Togo,36,17,15,24,10,14,0,0,0,3,0,15,10,5,22,9,13,3,0,0.74,0,0.74,0.6,0.89,122,0.68,133,81,977,0,0.09,5,182,-1,1
Emmanuel Eboué,37,423532800,Premier League,2007/2008,Defender,Arsenal,1660,810,850,Côte d'Ivoire,23,10,10,0,0,0,0,0,0,0,0,9,6,3,15,5,10,6,0,0,0,0,0,0,0,0.81,111,72,277,0,0.33,404,363,39,24
Emmerson Orlando Boyce,41,306979200,Premier League,2007/2008,Defender,Wigan Athletic,2202,1170,1032,Barbados,25,13,11,0,0,0,0,0,0,0,0,9,6,3,30,11,19,1,0,0,0,0,0,0,0,1.23,73,88,2202,0,0.04,293,166,90,17
Emre Belözoğlu,40,337132800,Premier League,2007/2008,Midfielder,Newcastle United,591,274,317,Turkey,14,3,3,1,1,0,0,0,0,0,0,1,0,1,9,5,4,2,0,0.15,0,0.15,0.33,0,591,1.37,66,42,296,0,0.3,112,193,-1,9
Erik Bjørnstad Hagen,45,175046400,Premier League,2007/2008,Defender,Wigan Athletic,73,0,73,Norway,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.23,73,73,0,0,0,-1,-1,-1,16
Erik Kenneth Edman,41,279590400,Premier League,2007/2008,Defender,Wigan Athletic,401,270,131,Sweden,5,3,2,0,0,0,0,0,0,0,0,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0.22,401,80,0,0,0,263,140,2,15
Erik Nevland,42,247968000,Premier League,2007/2008,Forward,Fulham,214,107,107,Norway,8,1,1,2,1,1,0,0,0,0,0,3,1,2,2,1,1,1,0,0.84,0,0.84,0.84,0.84,107,0.84,107,27,214,0,0.42,-1,-1,-1,8
Fábio Aurélio Rodrigues,41,306979200,Premier League,2007/2008,Defender,Liverpool,1124,610,514,Brazil,16,7,6,1,0,1,0,0,0,0,0,5,2,3,11,6,5,1,0,0.08,0,0.08,0,0.18,1124,0.88,102,70,1124,0,0.08,184,161,42,10
Fábio Rochemback,38,376790400,Premier League,2007/2008,Midfielder,Middlesbrough,1994,1115,879,Brazil,26,12,9,1,1,0,0,0,0,0,0,5,4,1,32,12,20,7,0,0.05,0,0.05,0.08,0,1994,1.44,62,77,285,0,0.32,211,177,-1,8
Fabrice Muamba,32,576288000,Premier League,2007/2008,Midfielder,Birmingham City,3203,1649,1554,England,37,19,18,2,1,1,0,0,0,0,0,2,2,0,55,21,34,5,0,0.06,0,0.06,0.05,0.06,1602,1.55,58,87,641,0,0.14,198,83,-1,9
Fangzhuo Dong,35,475286400,Premier League,2007/2008,Forward,Manchester United,0,0,0,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Felipe Salvador Caicedo Corozo,32,589420800,Premier League,2007/2008,Forward,Manchester City,208,102,106,Ecuador,9,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,3,1,0,0,0,0,0,0,0,1.3,69,23,208,0,0.43,-1,-1,-1,27
Fernando Torres,36,448588800,Premier League,2007/2008,Forward,Liverpool,2541,1486,1055,Spain,33,17,12,24,21,3,0,0,0,0,0,15,9,6,18,11,7,5,0,0.85,0,0.85,1.27,0.26,106,0.64,141,77,508,0,0.18,3,369,-1,1
Fitz Hall,39,346118400,Premier League,2007/2008,Defender,Wigan Athletic,39,0,39,England,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,9.23,10,39,0,0,0,-1,-1,-1,23
Florent Malouda,40,329702400,Premier League,2007/2008,Midfielder,Chelsea,1399,542,857,French Guiana,21,6,10,2,1,1,0,0,0,0,0,13,6,7,8,2,6,2,0,0.13,0,0.13,0.17,0.11,700,0.51,175,67,700,0,0.13,131,57,-1,9
Fraizer Campbell,33,558489600,Premier League,2007/2008,Forward,Manchester United,17,0,17,England,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,-1,-1,-1,16
Franck Queudrue,42,272851200,Premier League,2007/2008,Defender,Birmingham City,1216,610,606,France,16,7,7,0,0,0,0,0,0,0,0,3,2,1,17,5,12,4,1,0,0,0,0,0,0,1.26,72,76,243,0,0.37,402,100,97,21
Frank Lampard,42,267148800,Premier League,2007/2008,Midfielder,Chelsea,1956,907,1049,England,24,11,12,10,6,4,0,0,0,4,0,14,5,9,12,5,7,5,1,0.46,0,0.46,0.6,0.34,196,0.55,163,82,326,0,0.28,29,58,-1,2
Fraser Forster,32,574560000,Premier League,2007/2008,Goalkeeper,Newcastle United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Freddie Sears,30,628128000,Premier League,2007/2008,Forward,West Ham United,211,131,80,England,7,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.43,0,0.43,0.69,0,211,0.85,106,30,0,0,0,-1,-1,-1,11
Fredrik Ljungberg,43,229996800,Premier League,2007/2008,Midfielder,West Ham United,1870,1008,862,Sweden,25,12,10,2,1,1,0,0,0,0,0,3,2,1,30,14,16,3,0,0.1,0,0.1,0.09,0.1,935,1.44,62,75,623,0,0.14,156,316,-1,9
Gabby Agbonlahor,33,529545600,Premier League,2007/2008,Forward,Aston Villa,3281,1620,1661,England,37,18,19,11,5,6,0,0,0,0,0,9,5,4,44,20,24,4,0,0.3,0,0.3,0.28,0.33,298,1.21,75,89,820,0,0.11,52,330,-1,2
Gaël Clichy,35,491184000,Premier League,2007/2008,Defender,Arsenal,3331,1637,1694,France,38,18,19,0,0,0,0,0,0,0,0,15,10,5,29,10,19,5,0,0,0,0,0,0,0,0.78,115,88,666,0,0.14,417,359,33,25
Gareth Bale,31,616550400,Premier League,2007/2008,Forward,Tottenham Hotspur,613,234,379,Wales,8,3,5,2,1,1,0,0,0,0,0,0,0,0,12,7,5,1,0,0.29,0,0.29,0.38,0.24,307,1.76,51,77,613,0,0.15,57,164,-1,9
Gareth Barry,39,351734400,Premier League,2007/2008,Midfielder,Aston Villa,3320,1710,1610,England,37,19,18,9,5,4,0,0,0,5,1,9,5,4,45,21,24,5,0,0.24,0,0.24,0.26,0.22,369,1.22,74,90,664,0,0.14,74,333,-1,3
Garry Lawrence O'Connor,37,421113600,Premier League,2007/2008,Forward,Birmingham City,769,428,341,Scotland,23,3,2,2,1,1,0,0,0,0,0,3,2,1,10,6,4,0,0,0.23,0,0.23,0.21,0.26,385,1.17,77,33,0,0,0,79,87,-1,8
Gary Cahill,34,503798400,Premier League,2007/2008,Defender,Bolton Wanderers,1193,584,609,England,14,6,7,0,0,0,0,0,0,0,0,5,3,2,17,7,10,0,0,0,0,0,0,0,0,1.28,70,85,0,0,0,409,329,102,18
Gary McSheffrey,38,398044800,Premier League,2007/2008,Midfielder,Birmingham City,2057,970,1087,England,32,11,13,3,2,1,0,0,0,3,0,3,2,1,32,8,24,4,0,0.13,0,0.13,0.19,0.08,686,1.4,64,64,514,0,0.18,130,94,-1,7
Gary O'Neil,37,422064000,Premier League,2007/2008,Midfielder,Middlesbrough,2337,1145,1192,England,28,13,14,0,0,0,0,0,0,0,0,6,3,3,32,14,18,8,0,0,0,0,0,0,0,1.23,73,83,292,0,0.31,398,44,-1,23
Gary Speed,51,-9936000,Premier League,2007/2008,Midfielder,Bolton Wanderers,969,469,500,Wales,14,5,6,1,1,0,0,0,0,0,0,3,3,0,18,6,12,2,0,0.09,0,0.09,0.19,0,969,1.67,54,69,485,0,0.19,164,415,-1,9
Gary Teale,42,269827200,Premier League,2007/2008,Midfielder,Derby County,914,380,534,Scotland,18,5,4,0,0,0,0,0,0,0,0,1,1,0,20,8,12,1,0,0,0,0,0,0,0,1.97,46,51,914,0,0.1,327,386,-1,30
Gavin McCann,42,253238400,Premier League,2007/2008,Midfielder,Bolton Wanderers,2014,958,1056,England,31,10,11,1,0,1,0,0,0,0,0,10,8,2,28,8,20,5,0,0.04,0,0.04,0,0.09,2014,1.25,72,65,403,0,0.22,229,416,-1,8
Gelson Fernandes,34,526003200,Premier League,2007/2008,Midfielder,Manchester City,1955,917,1038,Switzerland,26,10,11,2,1,1,0,0,0,0,0,6,3,3,34,16,18,5,0,0.09,0,0.09,0.1,0.09,978,1.57,58,75,391,0,0.23,173,238,-1,8
George Boateng,45,168825600,Premier League,2007/2008,Midfielder,Middlesbrough,2608,1302,1306,Netherlands,33,14,15,1,1,0,0,0,0,0,0,6,4,2,35,16,19,9,0,0.03,0,0.03,0.07,0,2608,1.21,75,79,290,0,0.31,244,229,-1,9
George McCartney,39,357350400,Premier League,2007/2008,Defender,West Ham United,3230,1640,1590,Northern Ireland,38,19,19,1,1,0,0,0,0,0,0,8,2,6,44,20,24,4,0,0.03,0,0.03,0.05,0,3230,1.23,73,85,808,0,0.11,245,320,89,10
Georgios Samaras,35,477792000,Premier League,2007/2008,Forward,Manchester City,254,85,169,Greece,5,0,2,0,0,0,0,0,0,0,0,1,1,0,7,1,6,0,0,0,0,0,0,0,0,2.48,36,51,0,0,0,-1,-1,-1,17
Geovanni Deiberson Maurício Gómez,40,316396800,Premier League,2007/2008,Midfielder,Manchester City,381,220,161,Brazil,18,1,1,3,1,2,0,0,0,0,0,5,3,2,7,4,3,4,0,0.71,0,0.71,0.41,1.12,127,1.65,54,21,95,0,0.94,6,240,-1,7
