full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Chris Smalling,30,627696000,Premier League,2012/2013,Defender,Manchester United,1013,622,391,England,15,7,3,0,0,0,0,0,0,0,0,7,5,2,10,5,5,1,0,0,0,0,0,0,0,0.89,101,68,1013,0,0.09,256,287,27,23
Christian Benteke,29,660182400,Premier League,2012/2013,Forward,Aston Villa,2821,1463,1358,Belgium,34,17,15,19,11,8,4,1,3,3,0,5,4,1,55,22,33,9,1,0.73,0.13,0.61,0.68,0.53,148,1.75,51,83,313,705,0.29,10,104,-1,1
Christopher Veijeany Samba,36,449276400,Premier League,2012/2013,Defender,Queens Park Rangers,900,450,450,Congo,10,5,5,0,0,0,0,0,0,0,0,1,1,0,18,5,13,2,0,0,0,0,0,0,0,1.8,50,90,450,0,0.2,266,261,158,18
Ciaran Clark,30,622767600,Premier League,2012/2013,Defender,Aston Villa,2498,1228,1270,Republic of Ireland,29,14,14,1,0,1,0,0,0,0,0,5,4,1,50,21,29,7,1,0.04,0,0.04,0,0.07,2498,1.8,50,86,312,0,0.29,228,404,157,9
Claudio Yacob,33,553561200,Premier League,2012/2013,Midfielder,West Bromwich Albion,2480,1325,1155,Argentina,30,16,13,0,0,0,0,0,0,0,0,7,4,3,38,20,18,6,0,0,0,0,0,0,0,1.38,65,83,413,0,0.22,365,359,-1,22
Clint Dempsey,37,416016000,Premier League,2012/2013,Forward,Tottenham Hotspur,1997,1121,876,USA,29,13,9,7,3,4,4,2,2,0,0,7,4,3,22,12,10,3,0,0.5,0.18,0.32,0.24,0.41,285,0.99,91,69,666,499,0.14,44,70,-1,3
Clint Hill,41,277599600,Premier League,2012/2013,Defender,Queens Park Rangers,2632,1324,1308,England,31,15,16,0,0,0,1,1,0,0,0,6,3,3,46,20,26,8,0,0.03,0.03,0,0,0,0,1.57,57,85,329,2632,0.27,352,240,129,28
Connor Wickham,27,733532400,Premier League,2012/2013,Forward,Sunderland,449,181,268,England,12,1,2,0,0,0,0,0,0,0,0,2,2,0,7,4,3,0,0,0,0,0,0,0,0,1.4,64,37,0,0,0,349,342,-1,22
Conor Coady,27,730598400,Premier League,2012/2013,Midfielder,Liverpool,2,0,2,England,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,26
Costel Pantilimon,33,539136000,Premier League,2012/2013,Goalkeeper,Manchester City,0,0,0,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Craig Dawson,30,641948400,Premier League,2012/2013,Defender,West Bromwich Albion,90,0,90,England,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,18
Craig Gardner,33,533260800,Premier League,2012/2013,Midfielder,Sunderland,2832,1404,1428,England,33,16,16,6,3,3,2,1,1,4,0,9,6,3,46,16,30,11,1,0.25,0.06,0.19,0.19,0.19,472,1.46,62,86,236,1416,0.38,93,205,-1,3
Cristian Ceballos Prieto,27,723340800,Premier League,2012/2013,Forward,Tottenham Hotspur,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Csaba Somogyi,35,481676400,Premier League,2012/2013,Goalkeeper,Fulham,0,0,0,Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Curtis Good,27,732844800,Premier League,2012/2013,Defender,Newcastle United,0,0,0,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Damián Emiliano Martínez,28,715388400,Premier League,2012/2013,Goalkeeper,Arsenal,0,0,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Damien Duff,41,289180800,Premier League,2012/2013,Midfielder,Fulham,2339,1152,1187,Republic of Ireland,31,13,14,3,1,2,7,6,1,0,0,7,3,4,34,20,14,0,0,0.38,0.27,0.12,0.08,0.15,780,1.31,69,75,0,334,0,146,26,-1,7
Dan Gosling,30,633830400,Premier League,2012/2013,Midfielder,Newcastle United,40,0,40,England,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2.25,40,13,0,0,0,-1,-1,-1,25
Daniel Carriço,32,586652400,Premier League,2012/2013,Defender,Reading,87,79,8,Portugal,3,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1.03,87,29,0,0,0,-1,-1,-1,14
Daniel Munthe Agger,35,471657600,Premier League,2012/2013,Defender,Liverpool,3100,1512,1588,Denmark,35,17,18,3,1,2,0,0,0,0,0,15,10,5,36,12,24,4,1,0.09,0,0.09,0.06,0.11,1033,1.05,86,89,620,0,0.15,169,391,52,6
Daniel Potts,26,766191600,Premier League,2012/2013,Defender,West Ham United,117,0,117,England,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2.31,39,59,0,0,0,-1,-1,-1,24
Daniel Redmond,29,667872000,Premier League,2012/2013,Midfielder,Wigan Athletic,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Daniel Sturridge,31,620607600,Premier League,2012/2013,Forward,Liverpool,1252,575,677,England,21,5,7,11,3,8,3,2,1,1,0,8,5,3,15,3,12,2,0,1.01,0.22,0.79,0.47,1.06,114,1.08,83,60,626,417,0.14,2,44,-1,2
Danny Fox,34,517705200,Premier League,2012/2013,Defender,Southampton,1215,715,500,Scotland,20,9,5,1,0,1,1,1,0,0,0,2,0,2,30,15,15,4,1,0.15,0.07,0.07,0,0.18,1215,2.22,41,61,243,1215,0.37,190,185,179,9
Danny Graham,35,492649200,Premier League,2012/2013,Forward,Sunderland,1838,1037,801,England,31,12,9,3,2,1,2,1,1,0,0,6,2,4,30,17,13,0,0,0.24,0.1,0.15,0.17,0.11,613,1.47,61,59,0,919,0,118,147,-1,5
Danny Guthrie,33,545698800,Premier League,2012/2013,Midfielder,Reading,1617,818,799,England,21,10,9,1,0,1,1,0,1,0,0,4,4,0,31,10,21,4,0,0.11,0.06,0.06,0,0.11,1617,1.73,52,77,404,1617,0.22,201,194,-1,10
Danny Rose,30,646873200,Premier League,2012/2013,Defender,Sunderland,2221,1207,1014,England,27,14,11,1,0,1,1,1,0,0,0,8,5,3,33,13,20,6,0,0.08,0.04,0.04,0,0.09,2221,1.34,67,82,370,2221,0.24,222,235,98,11
Danny Seaborne,33,541900800,Premier League,2012/2013,Defender,Southampton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Danny Simpson,33,536716800,Premier League,2012/2013,Defender,Newcastle United,1524,684,840,England,19,9,9,0,0,0,0,0,0,0,0,4,3,1,29,8,21,3,0,0,0,0,0,0,0,1.71,53,80,508,0,0.18,416,412,149,30
Danny Welbeck,29,659577600,Premier League,2012/2013,Forward,Manchester United,1290,840,450,England,27,9,4,1,1,0,4,3,1,0,0,12,6,6,11,8,3,1,0,0.35,0.28,0.07,0.11,0,1290,0.77,117,48,1290,323,0.07,194,25,-1,14
Darren Bent,36,444873600,Premier League,2012/2013,Forward,Aston Villa,808,344,464,England,16,3,5,3,1,2,0,0,0,0,0,2,2,0,15,7,8,1,0,0.33,0,0.33,0.26,0.39,269,1.67,54,51,808,0,0.11,42,408,-1,4
Darren Fletcher,36,444441600,Premier League,2012/2013,Midfielder,Manchester United,180,90,90,Scotland,3,1,1,1,1,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0.5,0,0.5,1,0,180,2,45,60,0,0,0,-1,-1,-1,12
Darron Gibson,32,562114800,Premier League,2012/2013,Midfielder,Everton,1810,863,947,Republic of Ireland,23,10,12,1,1,0,2,2,0,0,0,7,5,2,17,6,11,5,1,0.15,0.1,0.05,0.1,0,1810,0.85,106,79,302,905,0.3,215,146,-1,10
David Cornell,29,670118400,Premier League,2012/2013,Goalkeeper,Swansea City,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
David de Gea,29,657936000,Premier League,2012/2013,Goalkeeper,Manchester United,2520,1260,1260,Spain,28,14,14,0,0,0,0,0,0,0,0,11,5,6,24,13,11,0,0,0,0,0,0,0,0,0.86,105,90,0,0,0,390,388,21,21
David Ferguson,26,770943600,Premier League,2012/2013,Defender,Sunderland,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
David Fox,36,440121600,Premier League,2012/2013,Midfielder,Norwich City,35,0,35,England,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,5.14,18,18,0,0,0,-1,-1,-1,23
David Jones,35,468374400,Premier League,2012/2013,Midfielder,Wigan Athletic,809,386,423,England,13,4,4,0,0,0,0,0,0,0,0,1,0,1,20,9,11,1,0,0,0,0,0,0,0,2.22,40,62,809,0,0.11,372,368,-1,20
David Junior Hoilett,30,644540400,Premier League,2012/2013,Forward,Queens Park Rangers,1447,738,709,Canada,26,8,7,2,2,0,1,0,1,0,0,2,0,2,28,16,12,1,0,0.19,0.06,0.12,0.24,0,724,1.74,52,56,1447,1447,0.06,137,193,-1,7
David Luiz,33,546044400,Premier League,2012/2013,Defender,Chelsea,2633,1428,1205,Brazil,30,16,13,2,1,1,2,2,0,0,0,14,8,6,22,12,10,8,0,0.14,0.07,0.07,0.06,0.07,1317,0.75,120,88,329,1317,0.27,197,179,10,10
David Meyler,31,612399600,Premier League,2012/2013,Midfielder,Sunderland,63,0,63,Republic of Ireland,3,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,2.86,32,21,0,0,0,-1,-1,-1,23
David Silva,34,505526400,Premier League,2012/2013,Midfielder,Manchester City,2527,1291,1236,Spain,32,15,14,4,4,0,8,5,3,0,1,14,7,7,19,10,9,2,0,0.43,0.28,0.14,0.28,0,632,0.68,133,79,1264,316,0.07,123,24,-1,6
David Stockdale,35,496018800,Premier League,2012/2013,Goalkeeper,Fulham,180,90,90,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,-1,-1,-1,16
David Vaughan,37,414374400,Premier League,2012/2013,Midfielder,Sunderland,720,346,374,Wales,24,3,3,1,0,1,0,0,0,0,0,7,5,2,7,2,5,3,1,0.13,0,0.13,0,0.24,720,0.88,103,30,240,0,0.38,135,298,-1,9
Davide Santon,29,662774400,Premier League,2012/2013,Defender,Newcastle United,2645,1311,1334,Italy,31,16,15,1,0,1,2,2,0,0,0,5,4,1,49,21,28,4,0,0.1,0.07,0.03,0,0.07,2645,1.67,54,85,661,1323,0.14,246,181,141,10
Dean Whitehead,38,380419200,Premier League,2012/2013,Midfielder,Stoke City,1389,510,879,England,26,4,8,1,0,1,0,0,0,0,0,11,6,5,19,6,13,11,1,0.06,0,0.06,0,0.1,1389,1.23,73,53,126,0,0.71,207,324,-1,11
Declan Rudd,29,663984000,Premier League,2012/2013,Goalkeeper,Norwich City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Demba Ba,35,485823600,Premier League,2012/2013,Forward,Chelsea,2537,1352,1185,Senegal,34,16,14,15,9,6,0,0,0,1,0,9,6,3,41,16,25,0,0,0.53,0,0.53,0.6,0.46,169,1.45,62,75,0,0,0,15,415,-1,1
Denis Suárez,26,757814400,Premier League,2012/2013,Midfielder,Manchester City,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Derrick Williams,27,727228800,Premier League,2012/2013,Defender,Aston Villa,25,0,25,Republic of Ireland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,-1,-1,-1,18
Dimitar Ivanov Berbatov,39,349660800,Premier League,2012/2013,Forward,Fulham,2848,1426,1422,Bulgaria,33,16,16,15,8,7,3,1,2,4,0,7,3,4,45,27,18,1,0,0.57,0.09,0.47,0.5,0.44,190,1.42,63,86,2848,949,0.03,22,154,-1,1
Djibril Cissé,39,366418800,Premier League,2012/2013,Forward,Queens Park Rangers,1109,614,495,France,18,7,5,3,2,1,0,0,0,0,1,2,1,1,23,16,7,0,0,0.24,0,0.24,0.29,0.18,370,1.87,48,62,0,0,0,72,315,-1,4
Dominic Samuel,26,766018800,Premier League,2012/2013,Forward,Reading,18,0,18,England,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,-1,-1,-1,13
Dong-Won Ji,29,675385200,Premier League,2012/2013,Midfielder,Sunderland,0,0,0,South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dudley Junior Campbell,38,374371200,Premier League,2012/2013,Forward,Queens Park Rangers,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dwight Tiendalli,34,498697200,Premier League,2012/2013,Defender,Swansea City,1011,186,825,Netherlands,14,2,9,1,0,1,0,0,0,0,0,6,2,4,16,3,13,3,0,0.09,0,0.09,0,0.11,1011,1.42,63,72,337,0,0.27,175,286,114,8
Eden Hazard,29,663206400,Premier League,2012/2013,Midfielder,Chelsea,2637,1462,1175,Belgium,34,17,14,9,6,3,11,5,6,2,0,13,8,5,26,14,12,2,0,0.68,0.38,0.31,0.37,0.23,293,0.89,101,78,1319,240,0.07,46,8,-1,4
Edin Džeko,34,511401600,Premier League,2012/2013,Forward,Manchester City,1813,974,839,Bosnia and Herzegovina,32,9,7,14,6,8,3,2,1,0,1,14,7,7,20,9,11,4,0,0.84,0.15,0.69,0.55,0.86,130,0.99,91,57,453,604,0.2,8,93,-1,1
Eduard Campabadal Claros,27,728006400,Premier League,2012/2013,Defender,Wigan Athletic,2,2,0,Spain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,27
Elliott Bennett,31,598406400,Premier League,2012/2013,Midfielder,Norwich City,934,368,566,England,24,4,5,1,1,0,3,2,1,0,0,7,5,2,18,4,14,3,0,0.39,0.29,0.1,0.24,0,934,1.73,52,39,311,311,0.29,163,22,-1,9
Elliott Lee,25,787536000,Premier League,2012/2013,Forward,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Emanuel Pogatetz,37,411523200,Premier League,2012/2013,Defender,West Ham United,148,18,130,Austria,6,0,1,0,0,0,0,0,0,0,0,3,1,2,3,1,2,2,0,0,0,0,0,0,0,1.82,49,25,74,0,1.22,-1,-1,-1,25
Emmanuel Adebayor,36,446601600,Premier League,2012/2013,Forward,Tottenham Hotspur,1600,842,758,Togo,25,8,10,5,2,3,1,0,1,0,0,7,5,2,14,7,7,4,1,0.34,0.06,0.28,0.21,0.36,320,0.79,114,64,320,1600,0.28,56,199,-1,4
Emmanuel Mayuka,29,659145600,Premier League,2012/2013,Forward,Southampton,223,148,75,Zambia,11,1,0,0,0,0,0,0,0,0,0,1,0,1,6,3,3,0,0,0,0,0,0,0,0,2.42,37,20,0,0,0,-1,-1,-1,11
Emmanuel Yaw Frimpong,28,695001600,Premier League,2012/2013,Midfielder,Fulham,219,23,196,Ghana,6,0,2,0,0,0,1,0,1,0,0,2,0,2,1,0,1,1,0,0.41,0.41,0,0,0,0,0.41,219,37,219,219,0.41,-1,-1,-1,23
Emmerson Orlando Boyce,40,306975600,Premier League,2012/2013,Defender,Wigan Athletic,3146,1583,1563,Barbados,36,18,18,4,2,2,0,0,0,0,0,5,1,4,65,36,29,5,0,0.11,0,0.11,0.11,0.12,787,1.86,48,87,629,0,0.14,150,364,161,4
Enda Stevens,30,647478000,Premier League,2012/2013,Defender,Aston Villa,470,294,176,Republic of Ireland,7,4,2,0,0,0,0,0,0,0,0,3,2,1,10,4,6,1,0,0,0,0,0,0,0,1.91,47,67,470,0,0.19,262,276,167,16
Eric Lichaj,31,595728000,Premier League,2012/2013,Defender,Aston Villa,1137,506,631,USA,17,4,5,0,0,0,1,1,0,0,0,5,4,1,18,6,12,6,0,0.08,0.08,0,0,0,0,1.42,63,67,190,1137,0.47,411,170,112,19
Esteban Félix Granero Molina,33,552178800,Premier League,2012/2013,Midfielder,Queens Park Rangers,1664,658,1006,Spain,24,8,11,1,0,1,1,0,1,0,0,5,2,3,23,9,14,7,0,0.11,0.05,0.05,0,0.09,1664,1.24,72,69,238,1664,0.38,212,219,-1,11
Etey Menachem Shechter,33,540950400,Premier League,2012/2013,Forward,Swansea City,622,200,422,Israel,18,2,5,1,0,1,0,0,0,0,0,4,1,3,11,3,8,3,0,0.14,0,0.14,0,0.21,622,1.59,57,35,207,0,0.43,126,277,-1,9
Eyong Tarkang Enoh,34,511920000,Premier League,2012/2013,Midfielder,Fulham,692,360,332,Cameroon,9,4,4,0,0,0,0,0,0,0,0,2,0,2,13,11,2,3,0,0,0,0,0,0,0,1.69,53,77,231,0,0.39,420,420,-1,26
Fabian Delph,30,627609600,Premier League,2012/2013,Midfielder,Aston Villa,1704,834,870,England,24,9,10,0,0,0,0,0,0,0,0,1,1,0,28,13,15,7,0,0,0,0,0,0,0,1.48,61,71,243,0,0.37,409,407,-1,25
Fabio Borini,29,670204800,Premier League,2012/2013,Forward,Liverpool,508,296,212,Italy,13,3,2,1,0,1,0,0,0,0,0,5,4,1,8,4,4,1,0,0.18,0,0.18,0,0.42,508,1.42,64,39,508,0,0.18,103,396,-1,11
Fábio Pereira da Silva,30,647478000,Premier League,2012/2013,Defender,Queens Park Rangers,1131,594,537,Brazil,21,7,6,0,0,0,0,0,0,0,0,6,4,2,17,10,7,3,0,0,0,0,0,0,0,1.35,67,54,377,0,0.24,337,329,101,27
Fabricio Coloccini,38,380505600,Premier League,2012/2013,Defender,Newcastle United,1918,855,1063,Argentina,22,10,12,0,0,0,1,1,0,0,0,4,2,2,33,13,20,3,1,0.05,0.05,0,0,0,0,1.55,58,87,480,1918,0.19,299,217,128,22
Fernando Torres,36,448588800,Premier League,2012/2013,Forward,Chelsea,2569,1254,1315,Spain,36,14,14,8,5,3,6,2,4,1,0,12,6,6,28,12,16,6,1,0.49,0.21,0.28,0.36,0.21,321,0.98,92,71,428,428,0.21,60,50,-1,5
Florent Cuvelier,28,716252400,Premier League,2012/2013,Midfielder,Stoke City,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Fraizer Campbell,33,558486000,Premier League,2012/2013,Forward,Sunderland,253,66,187,England,12,0,1,1,0,1,0,0,0,0,0,3,1,2,2,0,2,0,0,0.36,0,0.36,0,0.48,253,0.71,127,21,0,0,0,-1,-1,-1,10
Francis Coquelin,29,674089200,Premier League,2012/2013,Midfielder,Arsenal,222,140,82,France,11,2,1,0,0,0,0,0,0,0,0,3,1,2,5,3,2,0,0,0,0,0,0,0,0,2.03,44,20,0,0,0,-1,-1,-1,20
Francisco Santos Da Silva Júnior,28,695692800,Premier League,2012/2013,Midfielder,Everton,0,0,0,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Franco Di Santo,31,607906800,Premier League,2012/2013,Forward,Wigan Athletic,2132,1042,1090,Argentina,35,12,12,5,2,3,2,0,2,0,0,5,1,4,50,27,23,5,0,0.3,0.08,0.21,0.17,0.25,426,2.11,43,61,426,1066,0.21,86,168,-1,3
Frank Lampard,42,267145200,Premier League,2012/2013,Midfielder,Chelsea,1900,905,995,England,29,10,11,15,7,8,1,1,0,5,1,12,6,6,17,9,8,2,0,0.76,0.05,0.71,0.7,0.72,127,0.81,112,66,950,1900,0.09,6,227,-1,2
Fraser Fyvie,27,733190400,Premier League,2012/2013,Midfielder,Wigan Athletic,21,21,0,Scotland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,-1,-1,-1,21
Frazer Richardson,37,404697600,Premier League,2012/2013,Defender,Southampton,166,71,95,England,5,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1.63,55,33,0,0,0,-1,-1,-1,20
Gabby Agbonlahor,33,529542000,Premier League,2012/2013,Forward,Aston Villa,2190,1002,1188,England,28,11,13,9,2,7,3,2,1,0,0,4,3,1,35,12,23,4,0,0.49,0.12,0.37,0.18,0.53,243,1.44,63,78,548,730,0.16,33,124,-1,2
Gabriel Obertan,31,604454400,Premier League,2012/2013,Midfielder,Newcastle United,413,176,237,France,14,1,3,0,0,0,1,0,1,0,0,3,2,1,12,2,10,0,0,0.22,0.22,0,0,0,0,2.62,34,30,0,413,0,419,49,-1,27
Gabriel Sebastian Tamaş,36,437184000,Premier League,2012/2013,Defender,West Bromwich Albion,632,322,310,Romania,11,4,3,0,0,0,0,0,0,0,0,0,0,0,9,5,4,3,0,0,0,0,0,0,0,1.28,70,57,211,0,0.43,296,280,86,14
Gaël Bigirimana,26,751244400,Premier League,2012/2013,Midfielder,Newcastle United,405,163,242,Burundi,13,0,3,1,1,0,0,0,0,0,0,2,1,1,10,2,8,1,0,0.22,0,0.22,0.55,0,405,2.22,41,31,405,0,0.22,82,248,-1,8
Gaël Clichy,35,491180400,Premier League,2012/2013,Defender,Manchester City,2334,1067,1267,France,28,12,14,0,0,0,2,2,0,0,0,13,7,6,22,8,14,3,0,0.08,0.08,0,0,0,0,0.85,106,83,778,1167,0.12,377,166,19,18
Garath McCleary,33,548031600,Premier League,2012/2013,Forward,Reading,1571,710,861,Jamaica,31,6,9,3,1,2,2,1,1,0,0,3,3,0,31,13,18,0,0,0.29,0.11,0.17,0.13,0.21,524,1.78,51,51,0,786,0,105,135,-1,5
Gareth Bale,31,616546800,Premier League,2012/2013,Forward,Tottenham Hotspur,2925,1350,1575,Wales,33,15,18,21,8,13,4,2,2,0,0,8,4,4,34,10,24,6,0,0.77,0.12,0.65,0.53,0.74,139,1.05,86,89,488,731,0.18,9,125,-1,1
Gareth Barry,39,351734400,Premier League,2012/2013,Midfielder,Manchester City,2397,1185,1212,England,31,13,14,1,1,0,3,2,1,0,0,17,9,8,19,6,13,6,0,0.15,0.11,0.04,0.08,0,2397,0.71,126,77,400,799,0.23,229,130,-1,12
Gareth McAuley,40,313200000,Premier League,2012/2013,Defender,West Bromwich Albion,3240,1620,1620,Northern Ireland,36,18,18,3,2,1,2,1,1,0,0,8,5,3,49,22,27,3,0,0.14,0.06,0.08,0.11,0.06,1080,1.36,66,90,1080,1620,0.08,178,208,103,6
Garry Monk,41,289526400,Premier League,2012/2013,Defender,Swansea City,923,383,540,England,11,4,6,0,0,0,0,0,0,0,0,1,1,0,13,2,11,0,0,0,0,0,0,0,0,1.27,71,84,0,0,0,283,249,83,13
Gary Cahill,34,503798400,Premier League,2012/2013,Defender,Chelsea,2219,1220,999,England,26,13,11,2,1,1,2,1,1,0,0,6,5,1,29,14,15,1,0,0.16,0.08,0.08,0.07,0.09,1110,1.18,77,85,2219,1110,0.04,180,171,73,11
Gary Caldwell,38,387414000,Premier League,2012/2013,Defender,Wigan Athletic,2089,894,1195,Scotland,25,11,14,1,1,0,1,1,0,0,0,4,0,4,47,25,22,8,0,0.09,0.04,0.04,0.1,0,2089,2.02,44,84,261,2089,0.34,221,233,171,10
Gary Gardner,28,709772400,Premier League,2012/2013,Midfielder,Aston Villa,19,0,19,England,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-1,-1,-1,24
Gary O'Neil,37,422060400,Premier League,2012/2013,Midfielder,West Ham United,1442,647,795,England,24,8,9,1,1,0,3,2,1,0,0,8,4,4,15,6,9,2,0,0.25,0.19,0.06,0.14,0,1442,0.94,96,60,721,481,0.12,202,65,-1,15
Gastón Ramírez,29,660096000,Premier League,2012/2013,Midfielder,Southampton,1709,888,821,Uruguay,26,10,10,5,4,1,3,2,1,0,0,7,3,4,25,10,15,3,1,0.42,0.16,0.26,0.41,0.11,342,1.32,68,66,427,570,0.21,65,79,-1,5
Geoff Cameron,35,489884400,Premier League,2012/2013,Defender,Stoke City,2634,1206,1428,USA,35,13,16,0,0,0,1,0,1,0,0,12,7,5,35,14,21,5,0,0.03,0.03,0,0,0,0,1.2,75,75,527,2634,0.17,294,245,76,16
George Evans,25,787276800,Premier League,2012/2013,Midfielder,Manchester City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
George McCartney,39,357346800,Premier League,2012/2013,Defender,West Ham United,877,486,391,Northern Ireland,12,5,4,0,0,0,2,1,1,0,0,3,2,1,17,8,9,2,0,0.21,0.21,0,0,0,0,1.74,52,73,439,439,0.21,405,51,153,17
George Moncur,27,745628400,Premier League,2012/2013,Midfielder,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
George Thorne,27,726105600,Premier League,2012/2013,Midfielder,West Bromwich Albion,230,6,224,England,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,1.57,58,46,0,0,0,-1,-1,-1,13
Gerhard Tremmel,41,280022400,Premier League,2012/2013,Goalkeeper,Swansea City,1108,360,748,Germany,14,4,8,0,0,0,0,0,0,0,0,3,1,2,12,6,6,0,0,0,0,0,0,0,0,0.97,92,79,0,0,0,319,309,40,16
Gervais Lombe Yao Kouassi,33,549068400,Premier League,2012/2013,Forward,Arsenal,1019,567,452,Côte d'Ivoire,18,7,5,5,4,1,3,2,1,0,0,6,3,3,9,5,4,1,0,0.71,0.26,0.44,0.63,0.2,204,0.79,113,57,1019,340,0.09,24,27,-1,6
