full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Christian Atsu Twasam,28,695001600,Premier League,2017/2018,Midfielder,Newcastle United,1782,952,830,Ghana,28,10,9,2,1,1,2,1,1,0,0,8,6,2,22,7,15,1,0,0.2,0.1,0.1,0.09,0.11,891,1.11,81,64,1782,891,0.05,150,132,-1,9
Christian Benteke,29,660182400,Premier League,2017/2018,Forward,Crystal Palace,2236,1184,1052,Belgium,31,12,12,3,1,2,5,2,3,1,1,9,4,5,35,19,16,6,0,0.32,0.2,0.12,0.08,0.17,745,1.41,64,72,373,447,0.24,138,60,-1,7
Christian Eriksen,28,698025600,Premier League,2017/2018,Midfielder,Tottenham Hotspur,3226,1696,1530,Denmark,37,19,18,10,5,5,10,3,7,0,0,16,10,6,30,15,15,0,0,0.56,0.28,0.28,0.27,0.29,323,0.84,108,87,0,323,0,60,24,-1,3
Christian Fuchs,34,513212400,Premier League,2017/2018,Defender,Leicester City,1918,979,939,Austria,25,11,10,0,0,0,1,1,0,0,0,6,3,3,34,12,22,1,0,0.05,0.05,0,0,0,0,1.6,56,77,1918,1918,0.05,334,207,153,18
Christian Kabasele,29,667353600,Premier League,2017/2018,Defender,Watford,2332,1144,1188,Belgium,28,13,14,2,1,1,0,0,0,0,0,7,3,4,39,22,17,5,0,0.08,0,0.08,0.08,0.08,1166,1.51,60,83,466,0,0.19,167,254,139,8
Christopher Schindler,30,641343600,Premier League,2017/2018,Defender,Huddersfield Town,3266,1677,1589,Germany,37,19,18,0,0,0,1,1,0,0,0,10,7,3,51,24,27,8,1,0.03,0.03,0,0,0,0,1.41,64,88,408,3266,0.22,315,230,109,23
Chung-Yong Lee,32,583801200,Premier League,2017/2018,Midfielder,Crystal Palace,130,56,74,South Korea,7,0,1,0,0,0,0,0,0,0,0,3,3,0,3,2,1,0,0,0,0,0,0,0,0,2.08,43,19,0,0,0,-1,-1,-1,21
Ciaran Clark,30,622767600,Premier League,2017/2018,Defender,Newcastle United,1745,845,900,Republic of Ireland,20,9,10,2,1,1,1,0,1,0,0,4,2,2,29,12,17,3,0,0.15,0.05,0.1,0.11,0.1,873,1.5,60,87,582,1745,0.15,151,205,135,7
Claudio Andrés Bravo Muñoz,37,419036400,Premier League,2017/2018,Goalkeeper,Manchester City,225,135,90,Chile,3,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0.4,225,75,0,0,0,-1,-1,-1,21
Claudio Yacob,33,553561200,Premier League,2017/2018,Midfielder,West Bromwich Albion,899,435,464,Argentina,16,4,5,0,0,0,0,0,0,0,0,4,2,2,17,10,7,5,0,0,0,0,0,0,0,1.7,53,56,180,0,0.5,403,401,-1,23
Collin Quaner,29,677199600,Premier League,2017/2018,Forward,Huddersfield Town,1272,597,675,Germany,26,6,7,0,0,0,4,1,3,0,0,7,6,1,22,6,16,4,0,0.28,0.28,0,0,0,0,1.56,58,49,318,318,0.28,319,23,-1,16
Connor Goldson,27,724636800,Premier League,2017/2018,Defender,Brighton & Hove Albion,199,180,19,England,3,2,0,0,0,0,0,0,0,0,0,1,1,0,5,4,1,1,0,0,0,0,0,0,0,2.26,40,66,199,0,0.45,-1,-1,-1,21
Connor Mahoney,23,855705600,Premier League,2017/2018,Midfielder,AFC Bournemouth,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Connor Roberts,25,811810800,Premier League,2017/2018,Midfielder,Swansea City,268,153,115,Wales,4,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,1.34,67,67,0,0,0,-1,-1,-1,26
Conor Masterson,22,905209200,Premier League,2017/2018,Defender,Liverpool,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Costel Pantilimon,33,539136000,Premier League,2017/2018,Goalkeeper,Watford,0,0,0,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Craig Cathcart,31,602726400,Premier League,2017/2018,Defender,Watford,495,225,270,Northern Ireland,7,2,3,0,0,0,0,0,0,0,0,2,2,0,4,1,3,1,0,0,0,0,0,0,0,0.73,124,71,495,0,0.18,290,274,18,23
Craig Dawson,30,641948400,Premier League,2017/2018,Defender,West Bromwich Albion,2511,1251,1260,England,28,14,14,2,2,0,0,0,0,0,0,8,5,3,36,16,20,6,0,0.07,0,0.07,0.14,0,1256,1.29,70,90,419,0,0.22,183,398,79,5
Curtis Jones,19,980812800,Premier League,2017/2018,Midfielder,Liverpool,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dale Stephens,31,613609200,Premier League,2017/2018,Midfielder,Brighton & Hove Albion,3240,1620,1620,England,36,18,18,0,0,0,3,2,1,0,0,10,5,5,49,22,27,6,0,0.08,0.08,0,0,0,0,1.36,66,90,540,1080,0.17,399,168,-1,11
Daley Blind,30,636940800,Premier League,2017/2018,Defender,Manchester United,360,257,103,Netherlands,7,3,1,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,376,373,1,24
Damien Delaney,39,364431600,Premier League,2017/2018,Defender,Crystal Palace,95,5,90,Republic of Ireland,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,4.74,19,48,0,0,0,-1,-1,-1,13
Dan Gosling,30,633830400,Premier League,2017/2018,Midfielder,AFC Bournemouth,1942,841,1101,England,28,9,12,2,2,0,1,1,0,0,0,4,2,2,36,15,21,8,0,0.14,0.05,0.09,0.21,0,971,1.67,54,69,243,1942,0.37,164,197,-1,11
Daniel Amartey,25,787968000,Premier League,2017/2018,Midfielder,Leicester City,505,233,272,Ghana,8,3,3,0,0,0,0,0,0,0,0,3,2,1,7,1,6,2,1,0,0,0,0,0,0,1.25,72,63,253,0,0.36,339,335,-1,19
Daniel Bachmann,26,773708400,Premier League,2017/2018,Goalkeeper,Watford,0,0,0,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Daniel Sturridge,31,620607600,Premier League,2017/2018,Forward,West Bromwich Albion,547,396,151,England,15,5,2,2,2,0,1,0,1,0,0,6,5,1,8,4,4,0,0,0.49,0.16,0.33,0.45,0,274,1.32,68,36,0,547,0,46,77,-1,9
Daniel William John Ings,28,711846000,Premier League,2017/2018,Forward,Liverpool,265,90,175,England,8,1,2,1,0,1,0,0,0,0,0,5,3,2,0,0,0,0,0,0.34,0,0.34,0,0.51,265,0,0,33,0,0,0,-1,-1,-1,12
Daniel Williams,31,605318400,Premier League,2017/2018,Midfielder,Huddersfield Town,1117,447,670,USA,20,4,7,0,0,0,0,0,0,0,0,6,5,1,21,7,14,2,0,0,0,0,0,0,0,1.69,53,56,559,0,0.16,318,312,-1,19
Danilo,29,679532400,Premier League,2017/2018,Defender,Manchester City,1341,552,789,Brazil,23,5,8,3,2,1,2,1,1,0,0,12,5,7,11,6,5,2,0,0.34,0.13,0.2,0.33,0.11,447,0.74,122,58,671,671,0.13,95,105,19,11
Danny Drinkwater,30,636595200,Premier League,2017/2018,Midfielder,Chelsea,522,205,317,England,12,2,3,1,1,0,0,0,0,0,0,6,4,2,5,1,4,0,0,0.17,0,0.17,0.44,0,522,0.86,104,44,0,0,0,109,291,-1,15
Danny Rose,30,646873200,Premier League,2017/2018,Defender,Tottenham Hotspur,802,362,440,England,10,4,5,0,0,0,1,1,0,0,0,3,3,0,13,6,7,4,0,0.11,0.11,0,0,0,0,1.46,62,80,201,802,0.45,258,118,122,13
Danny Simpson,33,536716800,Premier League,2017/2018,Defender,Leicester City,2312,1132,1180,England,28,14,13,0,0,0,0,0,0,0,0,5,3,2,39,16,23,4,0,0,0,0,0,0,0,1.52,59,83,578,0,0.16,335,332,141,23
Danny Ward,27,740703600,Premier League,2017/2018,Goalkeeper,Liverpool,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Danny Welbeck,29,659577600,Premier League,2017/2018,Forward,Arsenal,1185,598,587,England,28,6,6,5,5,0,2,2,0,0,0,10,6,4,19,10,9,1,0,0.53,0.15,0.38,0.75,0,237,1.44,62,42,1185,593,0.08,33,83,-1,4
Darren Fletcher,36,444441600,Premier League,2017/2018,Midfielder,Stoke City,2223,1050,1173,Scotland,27,13,12,1,0,1,1,0,1,0,0,5,3,2,48,18,30,0,0,0.08,0.04,0.04,0,0.08,2223,1.94,46,82,0,2223,0,229,225,-1,10
Daryl Janmaat,31,617065200,Premier League,2017/2018,Defender,Watford,1822,994,828,Netherlands,23,12,9,3,1,2,0,0,0,0,0,3,2,1,33,19,14,3,0,0.15,0,0.15,0.09,0.22,607,1.63,55,79,607,0,0.15,121,328,157,6
David de Gea,29,657936000,Premier League,2017/2018,Goalkeeper,Manchester United,3330,1620,1710,Spain,37,18,19,0,0,0,0,0,0,0,0,18,11,7,27,9,18,0,0,0,0,0,0,0,0,0.73,123,90,0,0,0,375,372,17,18
David Luiz,33,546044400,Premier League,2017/2018,Defender,Chelsea,839,357,482,Brazil,10,4,5,1,1,0,0,0,0,0,0,4,2,2,12,5,7,5,1,0.11,0,0.11,0.25,0,839,1.29,70,84,140,0,0.64,143,352,78,16
David Ospina Ramírez,32,588985200,Premier League,2017/2018,Goalkeeper,Arsenal,380,200,180,Colombia,5,2,2,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0.47,190,76,0,0,0,332,330,5,23
David Silva,34,505526400,Premier League,2017/2018,Midfielder,Manchester City,2437,1297,1140,Spain,29,15,13,9,3,6,11,4,7,0,0,15,8,7,17,11,6,5,0,0.74,0.41,0.33,0.21,0.47,271,0.63,143,84,487,222,0.18,45,7,-1,5
Davide Zappacosta,28,708217200,Premier League,2017/2018,Defender,Chelsea,1095,486,609,Italy,22,6,6,1,1,0,1,0,1,0,0,10,6,4,12,3,9,0,0,0.16,0.08,0.08,0.19,0,1095,0.99,91,50,0,1095,0,177,165,51,13
Davinson Sánchez Mina,24,834534000,Premier League,2017/2018,Defender,Tottenham Hotspur,2534,1272,1262,Colombia,31,14,15,0,0,0,0,0,0,0,0,14,9,5,20,8,12,2,1,0,0,0,0,0,0,0.71,127,82,845,0,0.11,296,280,15,14
Davy Klaassen,27,730252800,Premier League,2017/2018,Midfielder,Everton,250,177,73,Netherlands,7,3,0,0,0,0,0,0,0,0,0,2,2,0,6,3,3,0,0,0,0,0,0,0,0,2.16,42,36,0,0,0,-1,-1,-1,25
Davy Pröpper,29,683766000,Premier League,2017/2018,Midfielder,Brighton & Hove Albion,3120,1604,1516,Netherlands,35,18,17,0,0,0,4,2,2,0,0,9,5,4,48,22,26,3,1,0.12,0.12,0,0,0,0,1.38,65,89,780,780,0.12,384,109,-1,10
Dean Marney,36,444355200,Premier League,2017/2018,Midfielder,Burnley,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dean Whitehead,38,380419200,Premier League,2017/2018,Midfielder,Huddersfield Town,67,55,12,England,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2.69,34,17,0,0,0,-1,-1,-1,12
DeAndre Yedlin,27,742172400,Premier League,2017/2018,Defender,Newcastle United,2842,1530,1312,USA,34,17,14,0,0,0,2,1,1,0,0,7,6,1,36,14,22,5,0,0.06,0.06,0,0,0,0,1.14,79,84,568,1421,0.16,264,184,63,25
Declan Rice,21,916272000,Premier League,2017/2018,Midfielder,West Ham United,1422,560,862,Republic of Ireland,26,6,9,0,0,0,0,0,0,0,0,6,4,2,26,7,19,1,0,0,0,0,0,0,0,1.65,55,55,1422,0,0.06,249,269,-1,22
Dejan Lovren,31,615596400,Premier League,2017/2018,Defender,Liverpool,2124,983,1141,Croatia,29,11,13,2,1,1,1,0,1,0,0,13,8,5,21,5,16,4,0,0.13,0.04,0.08,0.09,0.08,1062,0.89,101,73,531,2124,0.17,168,218,40,7
Dele Alli,24,829177200,Premier League,2017/2018,Midfielder,Tottenham Hotspur,2972,1415,1557,England,36,16,18,9,4,5,10,6,4,0,0,15,9,6,26,10,16,7,0,0.58,0.3,0.27,0.25,0.29,330,0.79,114,83,425,297,0.21,63,19,-1,4
Demarai Gray,24,835916400,Premier League,2017/2018,Midfielder,Leicester City,1690,796,894,England,35,7,10,3,2,1,1,0,1,0,0,9,6,3,32,11,21,2,0,0.21,0.05,0.16,0.23,0.1,563,1.7,53,48,845,1690,0.11,113,195,-1,6
Diafra Sakho,30,630460800,Premier League,2017/2018,Forward,West Ham United,292,59,233,Senegal,14,0,0,2,1,1,0,0,0,0,0,5,3,2,9,1,8,2,0,0.62,0,0.62,1.53,0.39,146,2.77,32,21,146,0,0.62,9,299,-1,9
Didier Ndong Ibrahim,26,771807600,Premier League,2017/2018,Midfielder,Watford,0,0,0,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Diego Cavalieri,37,407548800,Premier League,2017/2018,Goalkeeper,Crystal Palace,0,0,0,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dion Henry,23,874018800,Premier League,2017/2018,Goalkeeper,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Divock Origi,25,798159600,Premier League,2017/2018,Forward,Liverpool,9,0,9,Belgium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,24
Dodi Lukebakio,23,875055600,Premier League,2017/2018,Midfielder,Watford,15,0,15,Belgium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,15,15,0,0,0,-1,-1,-1,29
Domingos Quina,20,942883200,Premier League,2017/2018,Midfielder,West Ham United,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dominic Calvert-Lewin,23,858470400,Premier League,2017/2018,Forward,Everton,1874,941,933,England,32,9,9,4,3,1,6,3,3,0,0,9,7,2,26,9,17,4,0,0.48,0.29,0.19,0.29,0.1,469,1.25,72,59,469,312,0.19,98,20,-1,5
Dominic Solanke,23,874191600,Premier League,2017/2018,Forward,Liverpool,582,254,328,England,21,2,3,1,1,0,1,0,1,0,0,11,7,4,3,1,2,0,0,0.31,0.15,0.15,0.35,0,582,0.46,194,28,0,582,0,122,82,-1,11
Dujon Sterling,20,940719600,Premier League,2017/2018,Defender,Chelsea,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dušan Tadić,31,595987200,Premier League,2017/2018,Midfielder,Southampton,2812,1511,1301,Serbia,36,18,16,6,5,1,3,2,1,1,0,8,3,5,40,21,19,4,0,0.29,0.1,0.19,0.3,0.07,469,1.28,70,78,703,937,0.13,101,131,-1,2
Dwight Gayle,29,656118000,Premier League,2017/2018,Forward,Newcastle United,1961,1046,915,England,35,13,10,6,2,4,3,3,0,0,0,7,5,2,30,12,18,3,0,0.41,0.14,0.28,0.17,0.39,327,1.38,65,56,654,654,0.14,61,96,-1,2
Dwight McNeil,20,943228800,Premier League,2017/2018,Forward,Burnley,0,0,0,England,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Eden Hazard,29,663206400,Premier League,2017/2018,Midfielder,Chelsea,2433,1125,1308,Belgium,34,13,15,12,4,8,4,1,3,2,0,14,8,6,26,11,15,2,0,0.59,0.15,0.44,0.32,0.55,203,0.96,94,72,1217,608,0.07,26,81,-1,1
Ederson,27,745542000,Premier League,2017/2018,Goalkeeper,Manchester City,3195,1575,1620,Brazil,36,18,18,0,0,0,0,0,0,0,0,17,8,9,24,12,12,1,0,0,0,0,0,0,0,0.68,133,89,3195,0,0.03,383,370,12,17
Edimilson Fernandes,24,829522800,Premier League,2017/2018,Midfielder,West Ham United,846,353,493,Switzerland,14,3,6,0,0,0,1,1,0,0,0,2,1,1,18,8,10,1,0,0.11,0.11,0,0,0,0,1.91,47,60,846,846,0.11,300,125,-1,23
Eduardo dos Reis Carvalho,37,401238000,Premier League,2017/2018,Goalkeeper,Chelsea,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Edward Nketiah,21,928018800,Premier League,2017/2018,Forward,Arsenal,17,0,17,England,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,18
Eldin Jakupovic,35,465519600,Premier League,2017/2018,Goalkeeper,Leicester City,180,90,90,Switzerland,2,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,3,30,90,0,0,0,-1,-1,-1,10
Eliaquim Mangala,29,666403200,Premier League,2017/2018,Defender,Everton,618,244,374,France,11,3,3,0,0,0,0,0,0,0,0,5,1,4,6,1,5,0,0,0,0,0,0,0,0,0.87,103,56,0,0,0,361,359,35,13
Elias Kachunga,28,703897200,Premier League,2017/2018,Forward,Huddersfield Town,1338,622,716,Congo DR,19,8,9,1,0,1,1,1,0,0,0,6,4,2,22,7,15,1,0,0.13,0.07,0.07,0,0.13,1338,1.48,61,70,1338,1338,0.07,184,170,-1,7
Emerson Hyndman,24,829004400,Premier League,2017/2018,Midfielder,AFC Bournemouth,59,0,59,USA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.53,59,59,0,0,0,-1,-1,-1,22
Emerson Palmieri dos Santos,26,775868400,Premier League,2017/2018,Defender,Chelsea,279,7,272,Italy,5,0,3,0,0,0,1,0,1,0,0,1,0,1,4,0,4,0,0,0.32,0.32,0,0,0,0,1.29,70,56,0,279,0,412,15,81,26
Emre Can,26,758332800,Premier League,2017/2018,Midfielder,Liverpool,2094,947,1147,Germany,26,11,13,3,1,2,4,2,2,0,0,11,8,3,26,5,21,8,0,0.3,0.17,0.13,0.1,0.16,698,1.12,81,81,262,524,0.34,133,67,-1,5
Erdal Rakip,24,824169600,Premier League,2017/2018,Midfielder,Crystal Palace,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Eric Bertrand Bailly,26,766105200,Premier League,2017/2018,Defender,Manchester United,999,549,450,Côte d'Ivoire,13,6,5,1,0,1,0,0,0,0,0,8,5,3,6,1,5,2,0,0.09,0,0.09,0,0.2,999,0.54,167,77,500,0,0.18,160,375,6,12
Eric Dier,26,758592000,Premier League,2017/2018,Midfielder,Tottenham Hotspur,2827,1485,1342,England,34,17,15,0,0,0,2,1,1,0,0,15,9,6,27,13,14,4,0,0.06,0.06,0,0,0,0,0.86,105,83,707,1414,0.13,372,186,-1,19
Erik Lamela,28,699667200,Premier League,2017/2018,Midfielder,Tottenham Hotspur,832,343,489,Argentina,25,3,4,2,2,0,2,1,1,0,0,10,7,3,10,8,2,4,0,0.43,0.22,0.22,0.52,0,416,1.08,83,33,208,416,0.43,82,50,-1,5
Erik Pieters,32,586911600,Premier League,2017/2018,Defender,Stoke City,2720,1393,1327,Netherlands,31,16,14,0,0,0,1,1,0,0,0,6,3,3,48,22,26,5,0,0.03,0.03,0,0,0,0,1.59,57,88,544,2720,0.17,385,234,151,24
Erwin Mulder,31,604886400,Premier League,2017/2018,Goalkeeper,Swansea City,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ethan Ampadu,20,968886000,Premier League,2017/2018,Midfielder,Chelsea,10,0,10,Wales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-1,-1,-1,19
Etienne Capoue,32,584578800,Premier League,2017/2018,Midfielder,Watford,1542,807,735,France,23,9,9,1,0,1,0,0,0,0,0,5,3,2,27,11,16,3,0,0.06,0,0.06,0,0.12,1542,1.58,57,67,514,0,0.18,191,344,-1,10
Fabian Delph,30,627609600,Premier League,2017/2018,Midfielder,Manchester City,1746,953,793,England,22,11,10,1,1,0,2,2,0,0,0,9,5,4,15,9,6,2,0,0.15,0.1,0.05,0.09,0,1746,0.77,116,79,873,873,0.1,217,128,-1,12
Faustino Marcos Alberto Rojo,30,637891200,Premier League,2017/2018,Defender,Manchester United,642,272,370,Argentina,9,4,4,0,0,0,0,0,0,0,0,3,2,1,8,3,5,6,0,0,0,0,0,0,0,1.12,80,71,107,0,0.84,276,289,59,15
Federico Fernández,31,604022400,Premier League,2017/2018,Defender,Swansea City,2677,1260,1417,Argentina,30,14,16,1,0,1,1,1,0,0,0,7,3,4,41,16,25,5,0,0.07,0.03,0.03,0,0.06,2677,1.38,65,89,535,2677,0.17,235,241,99,10
Fernando Llorente Torres,35,478224000,Premier League,2017/2018,Forward,Tottenham Hotspur,224,78,146,Spain,16,0,1,1,0,1,0,0,0,0,0,5,3,2,1,0,1,1,0,0.4,0,0.4,0,0.62,224,0.4,224,14,224,0,0.4,-1,-1,-1,9
Fernando Luiz Rosa,35,484009200,Premier League,2017/2018,Midfielder,Manchester City,2885,1387,1498,Brazil,34,16,17,5,3,2,3,2,1,0,0,15,6,9,22,11,11,7,0,0.25,0.09,0.16,0.19,0.12,577,0.69,131,85,412,962,0.22,114,151,-1,8
Fikayo Tomori,22,882489600,Premier League,2017/2018,Defender,Chelsea,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Florent Hadergjonaj,26,775609200,Premier League,2017/2018,Defender,Huddersfield Town,1673,789,884,Switzerland,23,9,10,0,0,0,1,1,0,0,0,6,4,2,28,9,19,3,0,0.05,0.05,0,0,0,0,1.51,60,73,558,1673,0.16,256,192,138,14
Florian Lejeune,29,674694000,Premier League,2017/2018,Defender,Newcastle United,2104,1024,1080,France,24,12,12,0,0,0,2,1,1,0,0,5,5,0,31,9,22,3,0,0.09,0.09,0,0,0,0,1.33,68,88,701,1052,0.13,363,137,88,22
Fousseni Diabaté,24,813970800,Premier League,2017/2018,Midfielder,Leicester City,582,353,229,Mali,14,4,1,0,0,0,1,1,0,0,0,2,1,1,11,5,6,1,0,0.15,0.15,0,0,0,0,1.7,53,42,582,582,0.15,280,84,-1,11
Francis Coquelin,29,674089200,Premier League,2017/2018,Midfielder,Arsenal,164,41,123,France,7,0,1,0,0,0,0,0,0,0,0,3,3,0,5,0,5,0,0,0,0,0,0,0,0,2.74,33,23,0,0,0,-1,-1,-1,22
Francisco Femenía Far,29,665452800,Premier League,2017/2018,Midfielder,Watford,1715,833,882,Spain,23,8,11,1,1,0,1,0,1,0,0,7,4,3,31,13,18,2,0,0.1,0.05,0.05,0.11,0,1715,1.63,55,75,858,1715,0.1,213,209,-1,15
Fraser Forster,32,574560000,Premier League,2017/2018,Goalkeeper,Southampton,1800,990,810,England,20,11,9,0,0,0,0,0,0,0,0,4,2,2,29,15,14,0,0,0,0,0,0,0,0,1.45,62,90,0,0,0,391,355,121,19
Freddie Ladapo,27,728524800,Premier League,2017/2018,Forward,Crystal Palace,16,0,16,England,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5.63,16,16,0,0,0,-1,-1,-1,22
Freddie Woodman,23,857433600,Premier League,2017/2018,Goalkeeper,Newcastle United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Fredrik Ulvestad,28,708735600,Premier League,2017/2018,Midfielder,Burnley,0,0,0,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Gabriel Jesus,23,860022000,Premier League,2017/2018,Forward,Manchester City,1672,644,1028,Brazil,29,7,12,13,6,7,3,1,2,0,2,14,5,9,11,5,6,6,0,0.86,0.16,0.7,0.84,0.61,129,0.59,152,58,279,557,0.32,5,72,-1,3
Gaëtan Bong Songo,32,577926000,Premier League,2017/2018,Defender,Brighton & Hove Albion,2238,990,1248,Cameroon,25,11,14,0,0,0,0,0,0,0,0,6,2,4,35,14,21,2,0,0,0,0,0,0,0,1.41,64,90,1119,0,0.08,250,270,110,18
Gareth Barry,39,351734400,Premier League,2017/2018,Midfielder,West Bromwich Albion,1926,1020,906,England,25,12,10,1,1,0,1,1,0,0,0,5,4,1,32,16,16,4,0,0.09,0.05,0.05,0.09,0,1926,1.5,60,77,482,1926,0.19,221,198,-1,14
Gareth McAuley,40,313200000,Premier League,2017/2018,Defender,West Bromwich Albion,456,254,202,Northern Ireland,9,3,2,0,0,0,0,0,0,0,0,1,1,0,15,10,5,0,0,0,0,0,0,0,0,2.96,30,51,0,0,0,271,258,176,24
Gary Cahill,34,503798400,Premier League,2017/2018,Defender,Chelsea,2084,1153,931,England,27,14,10,0,0,0,0,0,0,0,0,12,9,3,21,7,14,2,1,0,0,0,0,0,0,0.91,99,77,695,0,0.13,353,351,42,21
Geoff Cameron,35,489884400,Premier League,2017/2018,Defender,Stoke City,1525,693,832,USA,20,8,9,0,0,0,0,0,0,0,0,3,2,1,30,11,19,2,0,0,0,0,0,0,0,1.77,51,76,763,0,0.12,387,322,168,29
George Thomas,23,859161600,Premier League,2017/2018,Midfielder,Leicester City,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Georges-Kevin N'Koudou Mbida,25,792633600,Premier League,2017/2018,Forward,Burnley,224,27,197,France,9,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,2,1,0,0,0,0,0,0,0,0.8,112,25,224,0,0.4,-1,-1,-1,13
