full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Cody Cropper,27,729820800,Premier League,2013/2014,Goalkeeper,Southampton,0,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Connor Wickham,27,733532400,Premier League,2013/2014,Forward,Sunderland,848,468,380,England,15,5,5,5,2,3,1,0,1,0,0,3,2,1,14,6,8,1,0,0.64,0.11,0.53,0.38,0.71,170,1.49,61,57,848,848,0.11,20,126,-1,3
Conor McAleny,28,713574000,Premier League,2013/2014,Forward,Everton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Costel Pantilimon,33,539136000,Premier League,2013/2014,Goalkeeper,Manchester City,630,360,270,Romania,7,4,3,0,0,0,0,0,0,0,0,3,3,0,5,2,3,1,0,0,0,0,0,0,0,0.71,126,90,630,0,0.14,390,386,10,19
Craig Bellamy,41,300668400,Premier League,2013/2014,Forward,Cardiff City,1251,650,601,Wales,22,7,6,2,2,0,1,1,0,0,0,4,2,2,24,9,15,3,0,0.22,0.07,0.14,0.28,0,626,1.73,52,57,417,1251,0.22,134,166,-1,5
Craig Dawson,30,641948400,Premier League,2013/2014,Defender,West Bromwich Albion,949,365,584,England,12,4,6,0,0,0,2,1,1,0,0,1,1,0,15,4,11,1,0,0.19,0.19,0,0,0,0,1.42,63,79,949,475,0.09,335,65,115,23
Craig Gardner,33,533260800,Premier League,2013/2014,Midfielder,Sunderland,763,403,360,England,18,3,4,2,2,0,2,2,0,1,0,6,4,2,16,8,8,5,0,0.47,0.24,0.24,0.45,0,382,1.89,48,42,153,382,0.59,75,41,-1,9
Craig Noone,32,564105600,Premier League,2013/2014,Midfielder,Cardiff City,1224,770,454,England,17,8,5,1,0,1,1,1,0,0,0,2,2,0,25,13,12,2,0,0.15,0.07,0.07,0,0.2,1224,1.84,49,72,612,1224,0.15,188,169,-1,8
Curtis Davies,35,479692800,Premier League,2013/2014,Defender,Hull City,3326,1706,1620,England,37,19,18,2,2,0,1,1,0,0,0,10,8,2,48,19,29,6,0,0.08,0.03,0.05,0.11,0,1663,1.3,69,90,554,3326,0.16,221,231,80,10
Damien Delaney,39,364431600,Premier League,2013/2014,Defender,Crystal Palace,3286,1666,1620,Republic of Ireland,37,19,18,1,1,0,1,0,1,0,0,12,7,5,43,22,21,9,0,0.05,0.03,0.03,0.05,0,3286,1.18,76,89,365,3286,0.25,254,252,60,13
Damien Duff,41,289180800,Premier League,2013/2014,Midfielder,Fulham,694,379,315,Republic of Ireland,15,5,4,0,0,0,3,2,1,0,0,3,2,1,10,6,4,1,0,0.39,0.39,0,0,0,0,1.3,69,46,694,231,0.13,328,8,-1,34
Dan Burn,28,705366000,Premier League,2013/2014,Defender,Fulham,605,257,348,England,9,2,4,0,0,0,0,0,0,0,0,1,1,0,17,8,9,0,0,0,0,0,0,0,0,2.53,36,67,0,0,0,312,300,177,19
Dan Gosling,30,633830400,Premier League,2013/2014,Midfielder,Newcastle United,361,192,169,England,8,2,2,0,0,0,0,0,0,0,0,2,2,0,8,4,4,1,0,0,0,0,0,0,0,1.99,45,45,361,0,0.25,282,276,-1,13
Daniel Alfei,28,698803200,Premier League,2013/2014,Defender,Swansea City,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Daniel Johnson,27,718498800,Premier League,2013/2014,Midfielder,Aston Villa,0,0,0,Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Daniel Munthe Agger,35,471657600,Premier League,2013/2014,Defender,Liverpool,1419,870,549,Denmark,20,10,6,2,2,0,1,1,0,0,0,8,5,3,16,8,8,0,0,0.19,0.06,0.13,0.21,0,710,1.01,89,71,0,1419,0,139,199,31,8
Daniel Potts,26,766191600,Premier League,2013/2014,Defender,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Daniel Sturridge,31,620607600,Premier League,2013/2014,Forward,Liverpool,2276,1175,1101,England,29,14,12,21,12,9,7,1,6,0,1,8,5,3,30,12,18,2,0,1.11,0.28,0.83,0.92,0.74,108,1.19,76,78,1138,325,0.08,3,30,-1,2
Danny Fox,34,517705200,Premier League,2013/2014,Defender,Southampton,258,168,90,Scotland,3,2,1,0,0,0,1,1,0,0,0,1,1,0,4,3,1,0,0,0.35,0.35,0,0,0,0,1.4,65,86,0,258,0,-1,-1,-1,15
Danny Gabbidon,41,302914800,Premier League,2013/2014,Defender,Crystal Palace,1973,981,992,Wales,23,11,11,1,1,0,0,0,0,0,0,8,5,3,26,10,16,0,0,0.05,0,0.05,0.09,0,1973,1.19,76,86,0,0,0,219,420,63,12
Danny Graham,35,492649200,Premier League,2013/2014,Forward,Hull City,1002,502,500,England,18,5,7,1,0,1,1,0,1,0,0,5,5,0,15,5,10,1,0,0.18,0.09,0.09,0,0.18,1002,1.35,67,56,1002,1002,0.09,166,147,-1,14
Danny Rose,30,646873200,Premier League,2013/2014,Defender,Tottenham Hotspur,1901,950,951,England,22,11,11,1,0,1,2,0,2,0,0,7,5,2,23,7,16,5,1,0.14,0.09,0.05,0,0.09,1901,1.09,83,86,317,951,0.28,232,149,48,10
Danny Ward,27,740703600,Premier League,2013/2014,Goalkeeper,Liverpool,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Danny Welbeck,29,659577600,Premier League,2013/2014,Forward,Manchester United,1457,575,882,England,25,7,8,9,3,6,1,1,0,0,0,7,3,4,21,6,15,2,0,0.62,0.06,0.56,0.47,0.61,162,1.3,69,58,729,1457,0.12,15,180,-1,3
Darren Bent,36,444873600,Premier League,2013/2014,Forward,Fulham,1240,585,655,England,24,5,6,3,2,1,2,1,1,0,0,1,1,0,36,16,20,0,0,0.36,0.15,0.22,0.31,0.14,413,2.61,34,52,0,620,0,87,93,-1,6
Darren Fletcher,36,444441600,Premier League,2013/2014,Midfielder,Manchester United,780,332,448,Scotland,12,4,5,0,0,0,0,0,0,0,0,6,1,5,8,3,5,0,0,0,0,0,0,0,0,0.92,98,65,0,0,0,299,294,-1,17
Darron Gibson,32,562114800,Premier League,2013/2014,Midfielder,Everton,27,0,27,Republic of Ireland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.33,27,27,0,0,0,-1,-1,-1,15
David Cornell,29,670118400,Premier League,2013/2014,Goalkeeper,Swansea City,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
David de Gea,29,657936000,Premier League,2013/2014,Goalkeeper,Manchester United,3330,1710,1620,Spain,37,19,18,0,0,0,0,0,0,0,0,12,6,6,40,19,21,1,0,0,0,0,0,0,0,1.08,83,90,3330,0,0.03,418,412,45,23
David Fox,36,440121600,Premier League,2013/2014,Midfielder,Norwich City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
David Luiz,33,546044400,Premier League,2013/2014,Defender,Chelsea,1358,676,682,Brazil,19,7,8,0,0,0,1,0,1,0,0,8,5,3,10,4,6,6,0,0.07,0.07,0,0,0,0,0.66,136,71,226,1358,0.4,279,173,4,20
David Marshall,35,478828800,Premier League,2013/2014,Goalkeeper,Cardiff City,3330,1710,1620,Scotland,37,19,18,0,0,0,0,0,0,0,0,7,4,3,63,29,34,2,0,0,0,0,0,0,0,1.7,53,90,1665,0,0.05,405,402,146,24
David Meyler,31,612399600,Premier League,2013/2014,Midfielder,Hull City,2136,936,1200,Republic of Ireland,30,12,15,2,2,0,1,1,0,0,0,8,6,2,37,13,24,8,0,0.13,0.04,0.08,0.19,0,1068,1.56,58,71,267,2136,0.34,181,211,-1,5
David Moberg-Karlsson,26,764121600,Premier League,2013/2014,Forward,Sunderland,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
David N'Gog,31,607388400,Premier League,2013/2014,Forward,Swansea City,43,17,26,France,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,-1,-1,-1,15
David Silva,34,505526400,Premier League,2013/2014,Midfielder,Manchester City,2173,1183,990,Spain,27,15,11,7,3,4,9,4,5,0,0,12,8,4,20,8,12,5,0,0.66,0.37,0.29,0.23,0.36,310,0.83,109,80,435,241,0.21,59,10,-1,6
David Stockdale,35,496018800,Premier League,2013/2014,Goalkeeper,Fulham,1738,1004,734,England,21,11,8,0,0,0,0,0,0,0,0,4,3,1,39,16,23,0,0,0,0,0,0,0,0,2.02,45,83,0,0,0,331,323,170,30
David Vaughan,37,414374400,Premier League,2013/2014,Midfielder,Sunderland,173,46,127,Wales,3,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,2.08,43,58,0,0,0,-1,-1,-1,21
Davide Santon,29,662774400,Premier League,2013/2014,Defender,Newcastle United,2223,1149,1074,Italy,27,14,12,0,0,0,0,0,0,0,0,7,3,4,33,17,16,1,0,0,0,0,0,0,0,1.34,67,82,2223,0,0.04,284,277,91,18
Dean Moxey,34,506044800,Premier League,2013/2014,Defender,Crystal Palace,1519,885,634,England,20,11,7,0,0,0,1,0,1,0,0,7,5,2,25,13,12,2,0,0.06,0.06,0,0,0,0,1.48,61,76,760,1519,0.12,427,195,129,17
Declan John,25,804466800,Premier League,2013/2014,Defender,Cardiff City,1487,655,832,Wales,20,7,9,0,0,0,0,0,0,0,0,2,1,1,26,10,16,0,0,0,0,0,0,0,0,1.57,57,74,0,0,0,407,404,135,28
Dedryck Boyata,29,659750400,Premier League,2013/2014,Defender,Manchester City,55,55,0,Belgium,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,-1,-1,-1,21
Dejan Lovren,31,615596400,Premier League,2013/2014,Defender,Southampton,2788,1530,1258,Croatia,31,17,14,2,0,2,1,0,1,0,0,12,7,5,34,18,16,7,0,0.1,0.03,0.06,0,0.14,1394,1.1,82,90,398,2788,0.23,212,250,50,7
Demba Ba,35,485823600,Premier League,2013/2014,Forward,Chelsea,659,305,354,Senegal,19,2,3,5,3,2,1,0,1,0,0,8,4,4,6,3,3,0,0,0.82,0.14,0.68,0.89,0.51,132,0.82,110,35,0,659,0,7,98,-1,5
Derek Owusu Boateng,37,420678000,Premier League,2013/2014,Midfielder,Fulham,155,90,65,Ghana,3,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0.58,155,52,78,0,1.16,-1,-1,-1,35
Diego Alfredo Lugano Morena,39,341971200,Premier League,2013/2014,Defender,West Bromwich Albion,659,229,430,Uruguay,9,2,5,1,1,0,0,0,0,0,0,0,0,0,14,3,11,2,0,0.14,0,0.14,0.39,0,659,1.91,47,73,330,0,0.27,133,371,164,12
Dimitar Ivanov Berbatov,39,349660800,Premier League,2013/2014,Forward,Fulham,1569,863,706,Bulgaria,18,10,8,4,2,2,1,1,0,2,0,3,2,1,31,16,15,3,0,0.29,0.06,0.23,0.21,0.25,392,1.78,51,87,523,1569,0.17,78,182,-1,4
Don Cowie,37,414115200,Premier League,2013/2014,Midfielder,Cardiff City,964,445,519,Scotland,18,4,6,0,0,0,2,1,1,0,0,4,2,2,23,12,11,1,0,0.19,0.19,0,0,0,0,2.15,42,54,964,482,0.09,409,66,-1,23
Donervon Joseph Daniels,26,754099200,Premier League,2013/2014,Defender,West Bromwich Albion,0,0,0,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dong-Won Ji,29,675385200,Premier League,2013/2014,Midfielder,Sunderland,201,111,90,South Korea,5,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1.34,67,40,0,0,0,-1,-1,-1,26
Dwight Gayle,29,656118000,Premier League,2013/2014,Forward,Crystal Palace,881,370,511,England,23,3,5,7,3,4,0,0,0,1,0,2,0,2,16,8,8,1,0,0.72,0,0.72,0.73,0.7,126,1.63,55,38,881,0,0.1,5,422,-1,1
Dwight Tiendalli,34,498697200,Premier League,2013/2014,Defender,Swansea City,752,438,314,Netherlands,10,5,4,0,0,0,0,0,0,0,0,1,1,0,12,5,7,0,0,0,0,0,0,0,0,1.44,63,75,0,0,0,273,280,122,17
Eden Hazard,29,663206400,Premier League,2013/2014,Midfielder,Chelsea,2896,1491,1405,Belgium,35,16,16,14,10,4,7,2,5,4,0,16,10,6,23,9,14,2,0,0.65,0.22,0.44,0.6,0.26,207,0.71,126,83,1448,414,0.06,28,50,-1,1
Edin Džeko,34,511401600,Premier League,2013/2014,Forward,Manchester City,1992,910,1082,Bosnia and Herzegovina,31,10,13,16,6,10,1,1,0,0,0,13,8,5,19,7,12,4,0,0.77,0.05,0.72,0.59,0.83,125,0.86,105,64,498,1992,0.18,6,208,-1,3
El-Hadji Ba,27,731289600,Premier League,2013/2014,Midfielder,Sunderland,19,19,0,France,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,-1,-1,-1,24
Eldin Jakupovic,35,465519600,Premier League,2013/2014,Goalkeeper,Hull City,90,0,90,Switzerland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,30,90,0,0,0,-1,-1,-1,25
Elliott Bennett,31,598406400,Premier League,2013/2014,Midfielder,Norwich City,105,105,0,England,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.71,53,53,0,0,0,-1,-1,-1,21
Elliott Lee,25,787536000,Premier League,2013/2014,Forward,West Ham United,2,2,0,England,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,23
Elsad Zverotić,33,531100800,Premier League,2013/2014,Defender,Fulham,405,140,265,Montenegro,6,2,3,0,0,0,0,0,0,0,0,0,0,0,16,3,13,0,0,0,0,0,0,0,0,3.56,25,68,0,0,0,275,310,182,28
Emanuele Giaccherini,35,484095600,Premier League,2013/2014,Midfielder,Sunderland,1356,592,764,Italy,24,7,9,4,2,2,4,1,3,0,0,8,4,4,21,10,11,4,0,0.53,0.27,0.27,0.3,0.24,339,1.39,65,57,339,339,0.27,65,35,-1,4
Emiliano Viviano,34,502243200,Premier League,2013/2014,Goalkeeper,Arsenal,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Emmanuel Adebayor,36,446601600,Premier League,2013/2014,Forward,Tottenham Hotspur,1808,890,918,Togo,21,10,10,11,4,7,4,3,1,1,1,7,5,2,26,9,17,0,0,0.75,0.2,0.55,0.4,0.69,164,1.29,70,86,0,452,0,16,59,-1,1
Emmanuel Mayuka,29,659145600,Premier League,2013/2014,Forward,Southampton,0,0,0,Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Emmanuel Yaw Frimpong,28,695001600,Premier League,2013/2014,Midfielder,Arsenal,0,0,0,Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Erik Lamela,28,699667200,Premier League,2013/2014,Midfielder,Tottenham Hotspur,327,64,263,Argentina,9,0,3,0,0,0,1,0,1,0,0,3,2,1,11,3,8,1,0,0.28,0.28,0,0,0,0,3.03,30,36,327,327,0.28,276,29,-1,22
Erik Pieters,32,586911600,Premier League,2013/2014,Defender,Stoke City,2903,1445,1458,Netherlands,36,17,17,1,1,0,2,1,1,0,0,9,7,2,45,13,32,5,0,0.09,0.06,0.03,0.06,0,2903,1.4,65,81,581,1452,0.16,248,200,109,12
Etienne Capoue,32,584578800,Premier League,2013/2014,Midfielder,Tottenham Hotspur,685,274,411,France,12,2,6,1,1,0,0,0,0,0,0,5,3,2,11,9,2,1,0,0.13,0,0.13,0.33,0,685,1.45,62,57,685,0,0.13,135,415,-1,12
Fabian Delph,30,627609600,Premier League,2013/2014,Midfielder,Aston Villa,3003,1440,1563,England,34,16,17,3,2,1,2,1,1,0,0,7,3,4,48,22,26,7,0,0.15,0.06,0.09,0.13,0.06,1001,1.44,63,88,429,1502,0.21,164,184,-1,6
Fabio Borini,29,670204800,Premier League,2013/2014,Forward,Sunderland,2145,1024,1121,Italy,32,11,14,7,5,2,2,1,1,3,0,11,6,5,32,13,19,6,0,0.38,0.08,0.29,0.44,0.16,306,1.34,67,67,358,1073,0.25,56,162,-1,2
Fábio Pereira da Silva,30,647478000,Premier League,2013/2014,Defender,Cardiff City,1092,609,483,Brazil,14,7,7,0,0,0,0,0,0,0,0,2,1,1,22,14,8,2,0,0,0,0,0,0,0,1.81,50,78,546,0,0.16,422,418,154,21
Fabricio Coloccini,38,380505600,Premier League,2013/2014,Defender,Newcastle United,2405,1260,1145,Argentina,27,14,13,0,0,0,0,0,0,0,0,7,5,2,38,15,23,2,0,0,0,0,0,0,0,1.42,63,89,1203,0,0.07,392,388,114,22
Fernando Amorebieta Mardaras,35,480902400,Premier League,2013/2014,Defender,Fulham,1845,976,869,Venezuela,23,10,10,1,1,0,0,0,0,0,0,3,3,0,41,18,23,6,1,0.05,0,0.05,0.09,0,1845,2,45,80,264,0,0.34,220,306,169,12
Fernando Luiz Rosa,35,484009200,Premier League,2013/2014,Midfielder,Manchester City,2609,1276,1333,Brazil,33,15,14,5,4,1,3,1,2,0,0,14,10,4,26,9,17,8,0,0.28,0.1,0.17,0.28,0.07,522,0.9,100,79,326,870,0.28,108,137,-1,7
Fernando Torres,36,448588800,Premier League,2013/2014,Forward,Chelsea,1572,631,941,Spain,28,5,11,5,2,3,4,2,2,0,0,11,6,5,13,4,9,5,1,0.52,0.23,0.29,0.29,0.29,314,0.74,121,56,314,393,0.29,55,44,-1,7
Florian Marange,34,510192000,Premier League,2013/2014,Defender,Crystal Palace,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Fraizer Campbell,33,558486000,Premier League,2013/2014,Forward,Cardiff City,2772,1416,1356,England,37,17,15,6,5,1,2,2,0,0,0,7,4,3,51,26,25,4,0,0.26,0.06,0.19,0.32,0.07,462,1.66,54,75,693,1386,0.13,104,198,-1,2
Frank Lampard,42,267145200,Premier League,2013/2014,Midfielder,Chelsea,1706,897,809,England,26,11,9,5,2,3,3,2,1,1,2,13,9,4,12,5,7,4,0,0.42,0.16,0.26,0.2,0.33,341,0.63,142,66,427,569,0.21,67,89,-1,6
Gabby Agbonlahor,33,529542000,Premier League,2013/2014,Forward,Aston Villa,2445,1256,1189,England,30,15,14,4,1,3,5,0,5,0,0,7,3,4,37,19,18,7,0,0.33,0.18,0.15,0.07,0.23,611,1.36,66,82,349,489,0.26,122,72,-1,4
Gabriel Obertan,31,604454400,Premier League,2013/2014,Midfielder,Newcastle United,34,6,28,France,3,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,2.65,34,11,0,0,0,-1,-1,-1,19
Gaël Bigirimana,26,751244400,Premier League,2013/2014,Midfielder,Newcastle United,0,0,0,Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Gaël Clichy,35,491180400,Premier League,2013/2014,Defender,Manchester City,1660,670,990,France,20,7,11,0,0,0,0,0,0,0,0,8,5,3,17,3,14,1,0,0,0,0,0,0,0,0.92,98,83,1660,0,0.05,388,372,25,17
Gareth Barry,39,351734400,Premier League,2013/2014,Midfielder,Everton,2849,1409,1440,England,32,16,16,3,3,0,4,3,1,0,0,13,7,6,27,13,14,10,0,0.22,0.13,0.09,0.19,0,950,0.85,106,89,285,712,0.32,173,107,-1,8
Gareth McAuley,40,313200000,Premier League,2013/2014,Defender,West Bromwich Albion,2860,1530,1330,Northern Ireland,32,17,15,2,1,1,0,0,0,0,0,6,3,3,45,23,22,4,0,0.06,0,0.06,0.06,0.07,1430,1.42,64,89,715,0,0.13,209,326,116,7
Gary Alexis Medel Soto,33,554943600,Premier League,2013/2014,Defender,Cardiff City,2873,1399,1474,Chile,34,16,18,0,0,0,1,0,1,0,0,7,4,3,49,20,29,6,0,0.03,0.03,0,0,0,0,1.53,59,85,479,2873,0.19,408,241,132,27
Gary Cahill,34,503798400,Premier League,2013/2014,Defender,Chelsea,2623,1440,1183,England,30,16,13,1,1,0,1,1,0,0,0,17,9,8,18,9,9,2,0,0.07,0.03,0.03,0.06,0,2623,0.62,146,87,1312,2623,0.07,263,238,3,12
Gary Gardner,28,709772400,Premier League,2013/2014,Midfielder,Aston Villa,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Gary Hooper,32,570153600,Premier League,2013/2014,Forward,Norwich City,2021,1030,991,England,32,11,11,6,5,1,2,0,2,1,0,9,7,2,37,12,25,0,0,0.36,0.09,0.27,0.44,0.09,337,1.65,55,63,0,1011,0,64,143,-1,2
Gastón Ramírez,29,660096000,Premier League,2013/2014,Midfielder,Southampton,510,347,163,Uruguay,18,3,0,1,0,1,3,3,0,0,0,5,3,2,8,5,3,2,0,0.71,0.53,0.18,0,0.55,510,1.41,64,28,255,170,0.35,106,1,-1,11
Gedion Zelalem,23,854236800,Premier League,2013/2014,Midfielder,Arsenal,0,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Geoff Cameron,35,489884400,Premier League,2013/2014,Defender,Stoke City,3286,1620,1666,USA,37,18,19,2,0,2,1,1,0,0,0,8,6,2,49,16,33,7,0,0.08,0.03,0.05,0,0.11,1643,1.34,67,89,469,3286,0.19,233,237,93,8
George Boyd,34,497055600,Premier League,2013/2014,Midfielder,Hull City,1198,700,498,Scotland,29,6,3,2,2,0,1,0,1,0,0,8,7,1,15,6,9,2,0,0.23,0.08,0.15,0.26,0,599,1.13,80,41,599,1198,0.15,124,154,-1,6
George Christopher Williams,25,810428400,Premier League,2013/2014,Midfielder,Fulham,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
George McCartney,39,357346800,Premier League,2013/2014,Defender,West Ham United,1841,990,851,Northern Ireland,22,11,9,0,0,0,0,0,0,0,0,7,5,2,27,11,16,4,0,0,0,0,0,0,0,1.32,68,84,460,0,0.2,306,266,85,20
Gerard Deulofeu,26,763516800,Premier League,2013/2014,Forward,Everton,891,447,444,Spain,25,5,4,3,2,1,2,1,1,0,0,12,5,7,7,3,4,1,0,0.51,0.2,0.3,0.4,0.2,297,0.71,127,36,891,446,0.1,53,58,-1,7
Gerhard Tremmel,41,280022400,Premier League,2013/2014,Goalkeeper,Swansea City,1080,540,540,Germany,12,6,6,0,0,0,0,0,0,0,0,1,1,0,21,11,10,0,0,0,0,0,0,0,0,1.75,51,90,0,0,0,417,411,151,20
Giorgios Karagounis,43,226454400,Premier League,2013/2014,Midfielder,Fulham,656,386,270,Greece,14,4,2,0,0,0,0,0,0,0,0,3,2,1,15,4,11,1,0,0,0,0,0,0,0,2.06,44,47,656,0,0.14,329,322,-1,31
Glen Johnson,36,462063600,Premier League,2013/2014,Defender,Liverpool,2522,1275,1247,England,29,15,14,0,0,0,2,1,1,0,0,9,5,4,37,13,24,3,0,0.07,0.07,0,0,0,0,1.32,68,87,841,1261,0.11,346,174,87,24
Glenn Murray,36,433292400,Premier League,2013/2014,Forward,Crystal Palace,394,231,163,England,14,2,1,1,0,1,1,1,0,1,0,5,2,3,3,2,1,1,0,0.46,0.23,0.23,0,0.55,394,0.69,131,28,394,394,0.23,81,45,-1,11
Glenn Whelan,36,442800000,Premier League,2013/2014,Midfielder,Stoke City,2346,1240,1106,Republic of Ireland,31,15,13,0,0,0,1,0,1,0,0,7,5,2,34,14,20,6,1,0.04,0.04,0,0,0,0,1.3,69,76,391,2346,0.23,353,224,-1,14
Glyn Oliver Myhill,37,405648000,Premier League,2013/2014,Goalkeeper,West Bromwich Albion,1260,630,630,Wales,14,7,7,0,0,0,0,0,0,0,0,3,2,1,20,10,10,0,0,0,0,0,0,0,0,1.43,63,90,0,0,0,334,331,118,21
Gnégnéri Yaya Touré,37,421628400,Premier League,2013/2014,Midfielder,Manchester City,2927,1423,1504,Côte d'Ivoire,35,16,19,20,12,8,9,6,3,6,0,15,9,6,27,8,19,4,0,0.89,0.28,0.61,0.76,0.48,146,0.83,108,84,732,325,0.12,13,27,-1,1
Goran Popov,35,465519600,Premier League,2013/2014,Defender,West Bromwich Albion,84,82,2,FYR Macedonia,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2.14,42,42,0,0,0,-1,-1,-1,24
Graham Dorrans,33,547167600,Premier League,2013/2014,Midfielder,West Bromwich Albion,1105,503,602,Scotland,14,5,7,2,1,1,0,0,0,0,0,3,1,2,16,7,9,4,0,0.16,0,0.16,0.18,0.15,553,1.3,69,79,276,0,0.33,114,329,-1,9
Grant Holt,39,355878000,Premier League,2013/2014,Forward,Aston Villa,376,170,206,England,10,1,2,1,1,0,0,0,0,0,0,1,1,0,4,2,2,1,0,0.24,0,0.24,0.53,0,376,0.96,94,38,376,0,0.24,73,301,-1,9
Gregor Zabret,25,808700400,Premier League,2013/2014,Goalkeeper,Swansea City,0,0,0,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Guilherme do Prado Raymundo,38,378604800,Premier League,2013/2014,Forward,Southampton,77,56,21,Brazil,9,0,0,0,0,0,0,0,0,0,0,5,4,1,2,2,0,0,0,0,0,0,0,0,0,2.34,39,9,0,0,0,-1,-1,-1,14
