full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Charlie Austin,31,615596400,Premier League,2016/2017,Forward,Southampton,939,507,432,England,15,6,5,6,4,2,1,0,1,2,0,5,3,2,8,3,5,1,0,0.67,0.1,0.58,0.71,0.42,157,0.77,117,63,939,939,0.1,10,142,-1,2
Charlie Daniels,34,526431600,Premier League,2016/2017,Defender,AFC Bournemouth,3060,1530,1530,England,34,17,17,4,3,1,3,2,1,0,0,10,6,4,49,23,26,1,0,0.21,0.09,0.12,0.18,0.06,765,1.44,62,90,3060,1020,0.03,148,160,102,5
Charlie Rowan,22,882057600,Premier League,2016/2017,Defender,Watford,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Cheikhou Kouyaté,30,630201600,Premier League,2016/2017,Midfielder,West Ham United,2728,1331,1397,Senegal,31,15,16,1,1,0,0,0,0,0,0,9,7,2,41,16,25,3,0,0.03,0,0.03,0.07,0,2728,1.35,67,88,909,0,0.1,257,390,-1,14
Chris Brunt,35,471830400,Premier League,2016/2017,Midfielder,West Bromwich Albion,2477,1290,1187,Northern Ireland,31,14,13,3,3,0,4,3,1,0,0,4,3,1,36,16,20,5,0,0.25,0.15,0.11,0.21,0,826,1.31,69,80,495,619,0.18,153,92,-1,7
Chris Smalling,30,627696000,Premier League,2016/2017,Defender,Manchester United,1213,378,835,England,18,4,9,1,1,0,1,0,1,0,0,9,3,6,15,3,12,0,0,0.15,0.07,0.07,0.24,0,1213,1.11,81,67,0,1213,0,195,174,54,14
Christian Benteke,29,660182400,Premier League,2016/2017,Forward,Crystal Palace,3138,1539,1599,Belgium,36,18,18,15,4,11,2,0,2,2,2,7,5,2,53,20,33,10,0,0.49,0.06,0.43,0.23,0.62,209,1.52,59,87,314,1569,0.29,29,196,-1,1
Christian Eriksen,28,698025600,Premier League,2016/2017,Midfielder,Tottenham Hotspur,3167,1588,1579,Denmark,36,18,18,8,5,3,15,9,6,0,0,16,11,5,23,8,15,0,0,0.65,0.43,0.23,0.28,0.17,396,0.65,138,88,0,211,0,79,9,-1,4
Christian Fuchs,34,513212400,Premier League,2016/2017,Defender,Leicester City,3126,1550,1576,Austria,36,17,18,2,2,0,4,2,2,0,0,9,7,2,55,21,34,10,0,0.17,0.12,0.06,0.12,0,1563,1.58,57,87,313,782,0.29,209,124,126,7
Christian Kabasele,29,667353600,Premier League,2016/2017,Defender,Watford,766,322,444,Belgium,16,2,5,2,0,2,0,0,0,0,0,4,3,1,14,5,9,1,0,0.23,0,0.23,0,0.41,383,1.64,55,48,766,0,0.12,80,258,139,4
Chuba Akpom,24,813193200,Premier League,2016/2017,Forward,Arsenal,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Chung-Yong Lee,32,583801200,Premier League,2016/2017,Midfielder,Crystal Palace,464,279,185,South Korea,15,3,1,0,0,0,1,0,1,0,0,0,0,0,11,6,5,0,0,0.19,0.19,0,0,0,0,2.13,42,31,0,464,0,362,67,-1,29
Claudio Andrés Bravo Muñoz,37,419036400,Premier League,2016/2017,Goalkeeper,Manchester City,1969,979,990,Chile,22,11,11,0,0,0,0,0,0,0,0,6,3,3,23,9,14,0,0,0,0,0,0,0,0,1.05,86,90,0,0,0,294,296,46,21
Claudio Yacob,33,553561200,Premier League,2016/2017,Midfielder,West Bromwich Albion,2418,1107,1311,Argentina,33,12,15,0,0,0,0,0,0,0,0,5,3,2,36,13,23,9,0,0,0,0,0,0,0,1.34,67,73,269,0,0.33,338,320,-1,14
Connor Randall,24,814230000,Premier League,2016/2017,Defender,Liverpool,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Connor Roberts,25,811810800,Premier League,2016/2017,Midfielder,Swansea City,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Connor Wickham,27,733532400,Premier League,2016/2017,Forward,Crystal Palace,410,220,190,England,8,2,2,2,1,1,0,0,0,0,0,0,0,0,5,3,2,1,0,0.44,0,0.44,0.41,0.47,205,1.1,82,51,410,0,0.22,28,328,-1,10
Costel Pantilimon,33,539136000,Premier League,2016/2017,Goalkeeper,Watford,81,24,57,Romania,2,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,3,0,0,0,0,0,0,0,0,3.33,27,41,0,0,0,-1,-1,-1,23
Craig Cathcart,31,602726400,Premier League,2016/2017,Defender,Watford,1162,578,584,Northern Ireland,15,6,7,0,0,0,1,1,0,0,0,2,2,0,21,9,12,3,0,0.08,0.08,0,0,0,0,1.63,55,77,387,1162,0.23,402,172,135,30
Craig Dawson,30,641948400,Premier League,2016/2017,Defender,West Bromwich Albion,3278,1568,1710,England,37,18,19,4,3,1,0,0,0,0,0,6,4,2,49,20,29,10,0,0.11,0,0.11,0.17,0.05,820,1.35,67,89,328,0,0.27,161,319,88,5
Craig Gardner,33,533260800,Premier League,2016/2017,Midfielder,West Bromwich Albion,213,100,113,England,9,1,1,0,0,0,1,1,0,0,0,3,2,1,6,4,2,1,0,0.42,0.42,0,0,0,0,2.54,36,24,213,213,0.42,-1,-1,-1,21
Cristhian Stuani,33,529455600,Premier League,2016/2017,Forward,Middlesbrough,1359,686,673,Uruguay,23,9,7,4,1,3,0,0,0,0,0,7,4,3,14,9,5,4,0,0.26,0,0.26,0.13,0.4,340,0.93,97,59,340,0,0.26,68,336,-1,3
Curtis Davies,35,479692800,Premier League,2016/2017,Defender,Hull City,2139,1082,1057,England,26,13,12,0,0,0,2,1,1,0,0,1,0,1,49,22,27,4,0,0.08,0.08,0,0,0,0,2.06,44,82,535,1070,0.17,396,165,161,22
Dael Fry,23,872895600,Premier League,2016/2017,Midfielder,Middlesbrough,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Daley Blind,30,636940800,Premier League,2016/2017,Defender,Manchester United,1829,946,883,Netherlands,23,11,9,1,1,0,2,2,0,0,0,10,4,6,16,7,9,2,0,0.15,0.1,0.05,0.1,0,1829,0.79,114,80,915,915,0.1,215,148,24,12
Damián Emiliano Martínez,28,715388400,Premier League,2016/2017,Goalkeeper,Arsenal,180,90,90,Argentina,2,1,1,0,0,0,0,0,0,0,0,1,1,0,3,0,3,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,-1,-1,-1,27
Damien Delaney,39,364431600,Premier League,2016/2017,Defender,Crystal Palace,2007,942,1065,Republic of Ireland,30,10,11,0,0,0,2,1,1,0,0,5,4,1,36,16,20,8,0,0.09,0.09,0,0,0,0,1.61,56,67,251,1004,0.36,360,158,133,26
Dan Gosling,30,633830400,Premier League,2016/2017,Midfielder,AFC Bournemouth,1357,630,727,England,27,7,7,2,2,0,0,0,0,0,0,9,6,3,20,10,10,6,0,0.13,0,0.13,0.29,0,679,1.33,68,50,226,0,0.4,142,384,-1,9
Daniel Agyei,23,865119600,Premier League,2016/2017,Forward,Burnley,22,15,7,England,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,26
Daniel Amartey,25,787968000,Premier League,2016/2017,Midfielder,Leicester City,1666,792,874,Ghana,24,8,9,1,0,1,1,0,1,0,0,5,4,1,32,10,22,3,0,0.11,0.05,0.05,0,0.1,1666,1.73,52,69,555,1666,0.16,218,213,-1,14
Daniel Batty,22,881712000,Premier League,2016/2017,Midfielder,Hull City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Daniel James,22,879120000,Premier League,2016/2017,Midfielder,Swansea City,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Daniel Kemp,21,916012800,Premier League,2016/2017,Midfielder,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Daniel Sanchez Ayala,29,657936000,Premier League,2016/2017,Defender,Middlesbrough,917,345,572,Spain,14,4,7,1,1,0,0,0,0,0,0,4,2,2,16,4,12,3,0,0.1,0,0.1,0.26,0,917,1.57,57,66,306,0,0.29,166,253,125,11
Daniel Sturridge,31,620607600,Premier League,2016/2017,Forward,Liverpool,769,332,437,England,20,3,4,3,1,2,1,1,0,0,0,8,3,5,7,3,4,1,0,0.47,0.12,0.35,0.27,0.41,256,0.82,110,38,769,769,0.12,42,130,-1,9
Danny Drinkwater,30,636595200,Premier League,2016/2017,Midfielder,Leicester City,2466,1270,1196,England,29,14,13,1,1,0,1,1,0,0,0,8,7,1,43,13,30,6,0,0.07,0.04,0.04,0.07,0,2466,1.57,57,85,411,2466,0.22,226,226,-1,11
Danny Rose,30,646873200,Premier League,2016/2017,Defender,Tottenham Hotspur,1533,887,646,England,18,10,8,2,2,0,2,1,1,0,0,8,6,2,11,5,6,8,0,0.23,0.12,0.12,0.2,0,767,0.65,139,85,192,767,0.47,149,126,11,7
Danny Simpson,33,536716800,Premier League,2016/2017,Defender,Leicester City,2990,1633,1357,England,35,18,16,0,0,0,2,2,0,0,0,9,7,2,47,19,28,12,0,0.06,0.06,0,0,0,0,1.41,64,85,249,1495,0.36,344,202,96,22
Danny Welbeck,29,659577600,Premier League,2016/2017,Forward,Arsenal,746,379,367,England,16,4,4,2,1,1,2,2,0,0,0,7,5,2,10,3,7,0,0,0.48,0.24,0.24,0.24,0.25,373,1.21,75,47,0,373,0,75,43,-1,11
Darren Fletcher,36,444441600,Premier League,2016/2017,Midfielder,West Bromwich Albion,3196,1530,1666,Scotland,38,18,19,2,2,0,3,1,2,0,0,6,4,2,45,18,27,0,0,0.14,0.08,0.06,0.12,0,1598,1.27,71,84,0,1065,0,210,164,-1,10
Darren Randolph,33,547772400,Premier League,2016/2017,Goalkeeper,West Ham United,1980,900,1080,Republic of Ireland,22,10,12,0,0,0,0,0,0,0,0,4,4,0,35,17,18,1,0,0,0,0,0,0,0,1.59,57,90,1980,0,0.05,392,391,130,17
Darron Gibson,32,562114800,Premier League,2016/2017,Midfielder,Sunderland,641,384,257,Republic of Ireland,12,4,3,0,0,0,0,0,0,0,0,2,1,1,10,7,3,4,0,0,0,0,0,0,0,1.4,64,53,160,0,0.56,293,252,-1,29
Daryl Janmaat,31,617065200,Premier League,2016/2017,Defender,Watford,1614,687,927,Netherlands,27,8,10,2,0,2,1,1,0,0,0,4,4,0,31,7,24,2,0,0.17,0.06,0.11,0,0.19,807,1.73,52,60,807,1614,0.11,154,204,148,6
David de Gea,29,657936000,Premier League,2016/2017,Goalkeeper,Manchester United,3150,1620,1530,Spain,35,18,17,0,0,0,0,0,0,0,0,14,7,7,27,11,16,2,0,0,0,0,0,0,0,0.77,117,90,1575,0,0.06,370,396,21,22
David Jones,35,468374400,Premier League,2016/2017,Midfielder,Burnley,87,87,0,England,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1.03,87,87,87,0,1.03,-1,-1,-1,24
David Luiz,33,546044400,Premier League,2016/2017,Defender,Chelsea,2956,1434,1522,Brazil,33,16,17,1,0,1,0,0,0,0,0,15,7,8,23,11,12,6,0,0.03,0,0.03,0,0.06,2956,0.7,129,90,493,0,0.18,255,268,17,15
David Marshall,35,478828800,Premier League,2016/2017,Goalkeeper,Hull City,1440,720,720,Scotland,16,8,8,0,0,0,0,0,0,0,0,0,0,0,43,20,23,0,0,0,0,0,0,0,0,2.69,33,90,0,0,0,308,306,174,19
David Meyler,31,612399600,Premier League,2016/2017,Midfielder,Hull City,954,514,440,Republic of Ireland,20,6,3,1,0,1,0,0,0,0,0,3,1,2,20,10,10,2,0,0.09,0,0.09,0,0.2,954,1.89,48,48,477,0,0.19,169,345,-1,12
David Nugent,35,483836400,Premier League,2016/2017,Forward,Middlesbrough,39,2,37,England,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-1,-1,-1,21
David Ospina Ramírez,32,588985200,Premier League,2016/2017,Goalkeeper,Arsenal,142,90,52,Colombia,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,2.54,36,71,0,0,0,-1,-1,-1,22
David Silva,34,505526400,Premier League,2016/2017,Midfielder,Manchester City,2767,1334,1433,Spain,34,15,16,4,3,1,7,3,4,0,0,10,3,7,29,12,17,6,0,0.36,0.23,0.13,0.2,0.06,692,0.94,95,81,461,395,0.2,137,46,-1,8
Dean Marney,36,444355200,Premier League,2016/2017,Midfielder,Burnley,1770,998,772,England,21,12,9,1,1,0,2,2,0,0,0,5,4,1,25,7,18,7,0,0.15,0.1,0.05,0.09,0,1770,1.27,71,84,253,885,0.36,216,150,-1,10
Declan Rice,21,916272000,Premier League,2016/2017,Midfielder,West Ham United,0,0,0,Republic of Ireland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dejan Lovren,31,615596400,Premier League,2016/2017,Defender,Liverpool,2555,1115,1440,Croatia,29,13,16,2,0,2,1,0,1,0,0,11,5,6,30,13,17,6,0,0.11,0.04,0.07,0,0.13,1278,1.06,85,88,426,2555,0.21,192,218,47,10
Dele Alli,24,829177200,Premier League,2016/2017,Midfielder,Tottenham Hotspur,3045,1506,1539,England,37,17,18,18,9,9,7,2,5,1,0,17,12,5,21,6,15,4,0,0.74,0.21,0.53,0.54,0.53,169,0.62,145,82,761,435,0.12,14,53,-1,2
Demarai Gray,24,835916400,Premier League,2016/2017,Midfielder,Leicester City,1035,517,518,England,30,4,5,1,0,1,3,0,3,0,0,7,6,1,18,6,12,2,0,0.35,0.26,0.09,0,0.17,1035,1.57,58,35,518,345,0.17,170,32,-1,12
Demetri Mitchell,23,852940800,Premier League,2016/2017,Midfielder,Manchester United,90,90,0,England,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,17
Diafra Sakho,30,630460800,Premier League,2016/2017,Forward,West Ham United,181,28,153,Senegal,4,0,2,1,0,1,0,0,0,0,0,1,1,0,4,0,4,0,0,0.5,0,0.5,0,0.59,181,1.99,45,45,0,0,0,-1,-1,-1,13
Didier Ndong Ibrahim,26,771807600,Premier League,2016/2017,Midfielder,Sunderland,2519,1293,1226,Gabon,31,14,13,1,0,1,0,0,0,0,0,6,4,2,43,23,20,5,0,0.04,0,0.04,0,0.07,2519,1.54,59,81,504,0,0.18,238,270,-1,7
Diego Da Silva Costa,31,592182000,Premier League,2016/2017,Forward,Chelsea,3090,1477,1613,Spain,35,17,18,20,11,9,7,5,2,0,1,14,7,7,27,12,15,10,0,0.79,0.2,0.58,0.67,0.5,155,0.79,114,88,309,441,0.29,11,57,-1,1
Dieumerci Mbokani Bezua,34,501465600,Premier League,2016/2017,Forward,Hull City,763,534,229,Congo DR,12,5,3,0,0,0,1,1,0,0,0,0,0,0,13,8,5,0,0,0.12,0.12,0,0,0,0,1.53,59,64,0,763,0,287,123,-1,18
Dimitri Payet,33,543974400,Premier League,2016/2017,Midfielder,West Ham United,1515,789,726,France,18,9,8,2,1,1,6,3,3,0,0,4,3,1,27,14,13,2,0,0.48,0.36,0.12,0.11,0.12,758,1.6,56,84,758,253,0.12,147,13,-1,8
Dimitrios Konstantopoulos,41,281145600,Premier League,2016/2017,Goalkeeper,Middlesbrough,0,0,0,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dion Pereira,21,922320000,Premier League,2016/2017,Midfielder,Watford,23,16,7,England,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,-1,-1,-1,31
Divock Origi,25,798159600,Premier League,2016/2017,Forward,Liverpool,1457,646,811,Belgium,34,6,8,7,4,3,3,2,1,0,0,11,5,6,17,9,8,0,0,0.62,0.19,0.43,0.56,0.33,208,1.05,86,43,0,486,0,30,66,-1,5
Domingos Quina,20,942883200,Premier League,2016/2017,Midfielder,West Ham United,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dominic Calvert-Lewin,23,858470400,Premier League,2016/2017,Forward,Everton,346,174,172,England,11,3,2,1,1,0,0,0,0,0,0,4,3,1,5,1,4,1,0,0.26,0,0.26,0.52,0,346,1.3,69,31,346,0,0.26,67,310,-1,12
Dominic Solanke,23,874191600,Premier League,2016/2017,Forward,Chelsea,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Donald Love,25,786326400,Premier League,2016/2017,Defender,Sunderland,606,481,125,Scotland,12,5,1,0,0,0,1,1,0,0,0,2,2,0,11,8,3,1,0,0.15,0.15,0,0,0,0,1.63,55,51,606,606,0.15,414,93,134,27
Duncan Watmore,26,763084800,Premier League,2016/2017,Midfielder,Sunderland,1029,578,451,England,14,6,5,0,0,0,2,2,0,0,0,1,1,0,19,13,6,1,0,0.17,0.17,0,0,0,0,1.66,54,74,1029,515,0.09,416,83,-1,25
Dušan Kuciak,35,485478000,Premier League,2016/2017,Goalkeeper,Hull City,0,0,0,Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dušan Tadić,31,595987200,Premier League,2016/2017,Midfielder,Southampton,2427,1219,1208,Serbia,33,15,15,3,1,2,5,1,4,1,1,12,6,6,29,14,15,4,0,0.3,0.19,0.11,0.07,0.15,809,1.08,84,74,607,485,0.15,156,62,-1,6
Eden Hazard,29,663206400,Premier League,2016/2017,Midfielder,Chelsea,3007,1575,1432,Belgium,36,19,17,16,12,4,5,3,2,2,1,15,8,7,29,15,14,3,0,0.63,0.15,0.48,0.69,0.25,188,0.87,104,84,1002,601,0.09,21,90,-1,2
Edimilson Fernandes,24,829522800,Premier League,2016/2017,Midfielder,West Ham United,984,493,491,Switzerland,28,4,4,0,0,0,0,0,0,0,0,8,6,2,14,7,7,4,0,0,0,0,0,0,0,1.28,70,35,246,0,0.37,279,286,-1,25
Eduardo dos Reis Carvalho,37,401238000,Premier League,2016/2017,Goalkeeper,Chelsea,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Eldin Jakupovic,35,465519600,Premier League,2016/2017,Goalkeeper,Hull City,1980,990,990,Switzerland,22,11,11,0,0,0,0,0,0,0,0,5,2,3,27,10,17,0,0,0,0,0,0,0,0,1.23,73,90,0,0,0,309,314,67,17
Elliot Embleton,21,923007600,Premier League,2016/2017,Midfielder,Sunderland,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Elliott Jordan Moore,23,858470400,Premier League,2016/2017,Defender,Leicester City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Emilio Nsue López,30,623113200,Premier League,2016/2017,Midfielder,Middlesbrough,322,90,232,Equatorial Guinea,4,1,3,0,0,0,0,0,0,0,0,1,0,1,5,1,4,0,0,0,0,0,0,0,0,1.4,64,81,0,0,0,326,334,-1,26
Emre Can,26,758332800,Premier League,2016/2017,Midfielder,Liverpool,2368,1290,1078,Germany,32,14,12,5,2,3,2,0,2,0,0,11,6,5,27,12,15,6,0,0.27,0.08,0.19,0.14,0.25,474,1.03,88,74,395,1184,0.23,98,169,-1,8
Enner Remberto Valencia Lastra,30,626140800,Premier League,2016/2017,Forward,Everton,918,490,428,Ecuador,24,4,4,3,2,1,1,1,0,0,0,6,5,1,11,3,8,1,0,0.39,0.1,0.29,0.37,0.21,306,1.08,83,38,918,918,0.1,56,146,-1,6
Eric Bertrand Bailly,26,766105200,Premier League,2016/2017,Defender,Manchester United,2060,966,1094,Côte d'Ivoire,25,11,13,0,0,0,0,0,0,0,0,13,6,7,14,6,8,4,0,0,0,0,0,0,0,0.61,147,82,515,0,0.17,372,372,8,28
Eric Dier,26,758592000,Premier League,2016/2017,Midfielder,Tottenham Hotspur,3044,1625,1419,England,36,18,16,2,1,1,0,0,0,0,0,17,12,5,22,8,14,6,0,0.06,0,0.06,0.06,0.06,1522,0.65,138,85,507,0,0.18,203,329,-1,6
Erik Lamela,28,699667200,Premier League,2016/2017,Midfielder,Tottenham Hotspur,593,286,307,Argentina,9,3,3,1,0,1,1,1,0,0,1,5,3,2,2,1,1,1,0,0.3,0.15,0.15,0,0.29,593,0.3,297,66,593,593,0.15,124,95,-1,10
Erik Pieters,32,586911600,Premier League,2016/2017,Defender,Stoke City,3150,1620,1530,Netherlands,36,18,17,0,0,0,1,0,1,0,0,10,6,4,47,21,26,4,0,0.03,0.03,0,0,0,0,1.34,67,88,788,3150,0.11,332,248,86,25
Ethan Robson,23,846198000,Premier League,2016/2017,Midfielder,Sunderland,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Etienne Capoue,32,584578800,Premier League,2016/2017,Midfielder,Watford,3213,1637,1576,France,37,19,18,7,4,3,1,0,1,0,0,7,5,2,58,26,32,5,0,0.22,0.03,0.2,0.22,0.17,459,1.62,55,87,643,3213,0.14,92,237,-1,2
Evandro Goebel,34,525135600,Premier League,2016/2017,Midfielder,Hull City,577,165,412,Brazil,11,2,5,0,0,0,0,0,0,0,0,4,2,2,7,0,7,1,0,0,0,0,0,0,0,1.09,82,52,577,0,0.16,270,297,-1,16
Fabian Delph,30,627609600,Premier League,2016/2017,Midfielder,Manchester City,219,116,103,England,7,1,1,1,1,0,0,0,0,0,0,2,0,2,4,2,2,1,0,0.41,0,0.41,0.78,0,219,1.64,55,31,219,0,0.41,-1,-1,-1,14
Fabio Borini,29,670204800,Premier League,2016/2017,Forward,Sunderland,1741,842,899,Italy,24,9,10,2,1,1,0,0,0,0,0,4,3,1,31,13,18,5,0,0.1,0,0.1,0.11,0.1,871,1.6,56,73,348,0,0.26,163,417,-1,3
Fábio Pereira da Silva,30,647478000,Premier League,2016/2017,Defender,Middlesbrough,1849,931,918,Brazil,24,11,10,0,0,0,0,0,0,0,0,7,5,2,28,11,17,8,0,0,0,0,0,0,0,1.36,66,77,231,0,0.39,286,267,89,13
Faustino Marcos Alberto Rojo,30,637891200,Premier League,2016/2017,Defender,Manchester United,1661,1016,645,Argentina,21,11,7,1,1,0,0,0,0,0,0,9,5,4,12,6,6,5,0,0.05,0,0.05,0.09,0,1661,0.65,138,79,332,0,0.27,221,375,10,11
Federico Fernández,31,604022400,Premier League,2016/2017,Defender,Swansea City,2430,1080,1350,Argentina,27,12,15,0,0,0,2,2,0,0,0,6,4,2,37,16,21,7,0,0.07,0.07,0,0,0,0,1.37,66,90,347,1215,0.26,351,184,91,25
Fernando Francisco Reges,33,554166000,Premier League,2016/2017,Midfielder,Manchester City,559,170,389,Brazil,15,1,4,0,0,0,0,0,0,0,0,3,1,2,10,3,7,3,0,0,0,0,0,0,0,1.61,56,37,186,0,0.48,410,411,-1,18
Fernando Llorente Torres,35,478224000,Premier League,2016/2017,Forward,Swansea City,2451,1105,1346,Spain,33,13,15,15,11,4,1,1,0,0,0,7,5,2,48,23,25,2,0,0.59,0.04,0.55,0.9,0.27,163,1.76,51,74,1226,2451,0.07,13,221,-1,1
Fernando Luiz Rosa,35,484009200,Premier League,2016/2017,Midfielder,Manchester City,2755,1292,1463,Brazil,32,15,16,2,1,1,1,0,1,0,0,11,4,7,24,10,14,6,2,0.1,0.03,0.07,0.07,0.06,1378,0.78,115,86,344,2755,0.26,187,242,-1,12
Filip Lesniak,24,832028400,Premier League,2016/2017,Midfielder,Tottenham Hotspur,4,0,4,Slovakia,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,22.5,22.5,0,0,0,0,0,0,4,0,4,0,-1,-1,-1,23
Florin Gardoş,31,594086400,Premier League,2016/2017,Defender,Southampton,0,0,0,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Fraizer Campbell,33,558486000,Premier League,2016/2017,Forward,Crystal Palace,153,90,63,England,12,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3,1,0,0,0.59,0,0.59,0,1.43,153,2.35,38,13,0,0,0,-1,-1,-1,12
Francis Coquelin,29,674089200,Premier League,2016/2017,Midfielder,Arsenal,1785,956,829,France,29,11,11,0,0,0,0,0,0,0,0,9,7,2,26,11,15,5,0,0,0,0,0,0,0,1.31,69,62,357,0,0.25,377,379,-1,25
Fraser Forster,32,574560000,Premier League,2016/2017,Goalkeeper,Southampton,3420,1710,1710,England,38,19,19,0,0,0,0,0,0,0,0,14,8,6,46,21,25,3,0,0,0,0,0,0,0,1.21,74,90,1140,0,0.08,366,369,63,17
Freddie Ladapo,27,728524800,Premier League,2016/2017,Forward,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Fredrik Ulvestad,28,708735600,Premier League,2016/2017,Midfielder,Burnley,0,0,0,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Gabriel Jesus,23,860022000,Premier League,2016/2017,Forward,Manchester City,651,366,285,Brazil,10,4,4,7,4,3,4,2,2,1,0,5,2,3,5,3,2,2,0,1.52,0.55,0.97,0.98,0.95,93,0.69,130,65,326,163,0.28,2,7,-1,2
Gabriel Paulista,29,659577600,Premier League,2016/2017,Defender,Arsenal,1515,801,714,Brazil,19,8,7,0,0,0,0,0,0,0,0,5,4,1,17,4,13,6,0,0,0,0,0,0,0,1.01,89,80,253,0,0.36,281,303,43,21
Gaël Clichy,35,491180400,Premier League,2016/2017,Defender,Manchester City,2125,1355,770,France,25,15,9,1,1,0,0,0,0,0,0,8,4,4,21,12,9,2,0,0.04,0,0.04,0.07,0,2125,0.89,101,85,1063,0,0.08,237,409,30,17
